"","n_safty_rating","discount","Home_policy_ind","df_prior_carrier","df_cov_package","df_cat_zone","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","driver_age","freq_agent","lon","lat","quoted_amt","credit_score"
"15152",89,1,1,1,1,2,1,0,1,0,49,1,-81.4388858,28.5775287,2486,728
"15153",3,1,1,1,0,4,1,3,1,1,51,1,-80.1540226,26.5145591,3283,647
"15154",161,0,0,4,1,3,2,0,3,1,114,1,-84.1804384,33.9102261,8689,491
"15155",220,0,0,0,1,3,3,3,1,0,79,1,-77.5504779,43.1770344,11321,519
"15157",222,0,0,3,0,4,3,1,1,0,114,0,-73.8801301,40.737975,11019,516
"15160",156,0,0,7,0,1,2,1,1,2,94,1,-73.9095279,40.7224092,7325,582
"15162",61,0,0,4,1,2,1,0,2,2,47,1,-73.9668408,42.6982438,5697,643
"15166",165,0,0,1,1,2,2,1,3,0,113,1,-73.706594,40.6710379,4922,660
"15167",342,0,0,0,1,0,5,0,2,1,167,1,-74.0946311,40.6274394,5001,671
"15168",212,0,0,2,2,1,3,2,2,1,98,1,-73.9947563,41.0229118,1077,712
"15169",163,0,0,9,3,2,2,1,3,0,89,1,-75.064035,39.9135471,3669,677
"15170",198,0,0,1,0,4,3,1,3,1,96,1,-89.4600369,43.0716332,18893,614
"15171",176,1,1,2,1,0,2,2,2,0,108,1,-73.9947563,41.0229118,1084,757
"15175",145,0,0,5,0,4,2,2,1,0,124,1,-73.9931036,40.7502013,7479,550
"15176",73,0,0,7,1,0,1,2,2,1,67,0,-73.7201413,44.7234692,11341,595
"15177",71,0,0,0,0,2,1,1,3,0,33,1,-73.8036752,40.8996475,6736,536
"15178",265,0,0,9,1,1,4,1,2,0,136,1,-74.3646122,40.6254814,2039,661
"15179",171,0,0,9,2,3,2,0,1,0,111,0,-78.8099472,42.9109033,2681,649
"15181",210,0,0,8,1,3,3,2,1,0,90,1,-82.7428057,27.9765043,2333,626
"15182",179,1,1,2,1,2,3,1,3,0,118,1,-74.7483371,40.222434,419,710
"15183",91,0,0,4,2,2,2,1,1,0,93,1,-74.2590148,40.749443,1857,742
"15185",81,0,0,0,1,2,1,2,2,0,42,1,-75.064035,39.8783477,918,782
"15188",75,0,0,4,2,1,1,0,2,1,52,1,-82.7940297,27.9180298,4288,725
"15189",213,0,0,5,0,3,3,1,1,0,124,1,-73.7536695,40.9342921,7990,546
"15190",68,0,0,2,1,2,1,1,2,0,52,1,-93.2835137,44.9296117,2060,633
"15191",120,0,0,0,2,2,2,0,2,0,54,1,-74.3176876,40.5693929,1185,675
"15192",189,0,0,1,2,3,3,3,1,1,82,1,-72.9283391,41.3212912,3321,617
"15193",55,0,0,4,2,2,1,1,1,1,42,0,-81.1747498,28.5374094,4107,629
"15195",144,1,1,5,0,0,2,2,3,0,55,1,-74.2707509,40.7312956,3239,648
"15196",82,0,0,9,1,1,1,3,3,0,37,0,-78.4758571,42.0786337,3760,688
"15198",89,0,0,1,2,1,1,2,1,0,48,1,-80.1372757,26.0517448,3141,669
"15199",269,0,0,8,0,4,5,2,1,0,120,1,-73.8477874,40.6616787,2688,658
"15200",119,0,0,0,0,4,2,1,1,2,81,1,-87.8991514,43.0439776,21920,606
"15202",214,0,0,7,0,3,3,1,2,0,94,1,-80.2028489,25.7767549,2139,668
"15203",90,1,1,2,0,1,1,2,2,1,36,0,-73.9447994,42.8129576,18085,586
"15204",56,0,0,9,2,1,1,3,2,0,29,1,-78.9005333,42.9486552,3821,637
"15207",154,1,0,7,0,4,2,1,3,0,75,1,-73.8477874,40.7506343,6127,608
"15208",88,0,0,3,2,0,1,3,1,0,53,1,-80.2070328,25.7667897,1702,730
"15209",213,0,0,4,1,0,3,0,1,0,104,1,-73.9080581,40.8147803,2397,599
"15210",148,0,0,6,2,1,2,1,1,1,93,0,-73.0700421,41.3427765,1594,717
"15211",158,1,1,3,0,4,3,0,1,2,98,0,-88.1974148,43.015059,12856,613
"15212",69,0,0,4,1,2,1,0,2,0,47,1,-74.2326058,40.7680056,2106,687
"15213",84,0,0,9,0,2,1,2,1,0,40,0,-89.4600369,43.0716332,26882,570
"15214",69,0,0,6,2,0,1,2,2,0,49,1,-80.1930859,25.9502474,4680,635
"15215",81,1,0,8,0,0,1,1,3,1,52,0,-77.6364299,43.200781,8904,521
"15216",103,0,0,0,2,0,2,1,1,1,106,0,-80.109357,26.5114554,1973,762
"15218",107,0,0,0,2,1,2,2,3,0,93,0,-82.3479016,29.6577485,5692,623
"15219",153,0,0,2,0,4,2,2,3,0,80,1,-74.0211989,40.9750092,6564,512
"15220",83,0,0,9,0,4,1,3,3,1,36,1,-74.046169,40.859067,4793,659
"15221",141,0,0,0,2,0,2,3,2,2,89,1,-73.2470486,41.1935626,4536,626
"15223",81,0,0,5,0,4,1,3,1,0,52,1,-73.9183464,41.2916113,7583,512
"15225",62,0,0,2,1,2,1,0,2,0,33,1,-77.5447454,43.142994,5463,647
"15226",49,0,0,7,1,2,1,2,1,1,21,1,-73.0346244,40.8380145,10373,499
"15228",66,0,0,4,1,1,1,0,2,1,49,0,-75.0319086,39.9671069,3134,644
"15229",152,0,0,5,2,0,3,1,2,0,75,0,-73.9477384,41.1929636,2372,643
"15230",59,0,0,0,1,2,1,2,2,0,16,0,-82.723924,28.0715767,1979,787
"15232",134,0,0,9,1,2,2,2,2,0,70,0,-80.3268812,27.4414482,3458,666
"15234",301,0,0,9,0,3,5,2,1,1,131,1,-72.7688226,41.5254822,1151,784
"15235",108,0,0,6,3,0,2,1,1,2,97,0,-73.5387991,41.0529585,825,721
"15236",151,0,0,1,2,1,3,2,1,2,101,1,-82.6321376,27.8512042,2571,594
"15237",155,1,0,8,3,2,2,2,2,0,75,1,-82.6213311,28.0253541,3944,600
"15239",130,0,0,2,0,3,2,0,2,0,130,1,-74.2707509,40.5827122,2354,632
"15240",72,1,0,4,2,1,1,1,2,1,32,1,-73.9565551,40.9412128,775,759
"15241",87,0,0,6,1,2,1,2,2,1,60,1,-82.7616822,28.0910357,5561,686
"15242",68,0,0,9,0,4,1,1,1,0,30,1,-73.800734,41.098333,8746,559
"15243",134,0,0,5,0,3,2,1,3,0,133,0,-88.04,30.69,17110,514
"15244",193,0,0,5,2,1,3,0,1,0,87,1,-73.7977928,40.6718171,4195,697
"15245",94,0,0,9,1,2,1,0,2,0,58,1,-77.590597,43.1480375,859,773
"15246",84,0,0,9,0,3,1,1,2,0,49,1,-73.6918806,40.636775,7637,566
"15247",347,0,0,4,0,1,5,0,1,0,151,1,-84.3436881,34.0567006,22700,532
"15248",79,1,1,7,0,4,2,0,1,0,79,0,-78.8637428,42.9137921,5459,619
"15249",309,0,0,9,0,4,5,0,3,1,123,1,-93.2885455,44.9061358,7254,553
"15250",96,0,0,0,0,4,2,2,1,0,101,1,-93.2878982,44.9691279,6125,532
"15251",184,0,0,0,1,2,3,2,1,2,88,1,-73.9477384,41.1929636,4102,633
"15252",90,0,0,4,2,1,1,0,1,0,50,1,-74.4642861,40.554887,1257,729
"15254",89,0,0,5,0,4,1,0,3,2,44,1,-84.2542195,33.9025669,16145,600
"15255",71,1,1,7,0,4,1,1,1,0,27,1,-73.6389038,40.7476654,5433,656
"15256",198,1,0,5,2,2,4,1,2,0,145,0,-72.7038047,41.743111,354,711
"15257",77,0,0,4,1,0,1,0,3,0,59,1,-74.1915177,40.920208,1080,733
"15258",57,0,0,4,1,2,1,0,1,0,36,1,-80.3045967,25.8641207,1764,718
"15259",138,0,0,5,0,4,2,0,2,0,103,1,-84.3147572,33.7467783,18241,547
"15260",80,1,1,9,0,0,1,2,2,0,32,1,-73.9785952,40.6815619,16447,591
"15263",176,0,0,9,2,1,3,1,1,2,107,1,-73.9065883,41.0938791,906,774
"15264",77,0,0,4,1,1,1,2,3,0,58,1,-74.2678169,40.6640714,2043,744
"15265",78,0,0,0,2,1,1,0,2,0,55,1,-81.9425701,26.6272788,3976,683
"15266",155,0,0,5,2,1,2,1,1,2,114,1,-73.8457658,40.7245678,3357,674
"15267",78,0,0,5,2,0,1,1,1,1,18,1,-75.1136721,39.937645,2852,671
"15268",343,1,0,0,1,1,6,2,1,0,161,1,-80.2349196,25.7862401,3980,639
"15271",67,1,1,1,0,4,1,2,1,2,49,1,-73.5211286,41.0699973,7157,607
"15272",167,0,0,5,1,3,2,1,2,0,105,1,-74.0711359,40.7329808,2891,687
"15273",55,1,1,4,2,0,1,0,1,1,20,0,-72.7274495,41.7660981,2900,678
"15274",127,1,1,9,2,1,2,1,2,1,123,1,-93.1679257,44.9095374,776,782
"15275",83,0,0,1,2,0,1,1,1,0,67,0,-80.2934522,25.6993807,1554,743
"15277",280,1,0,3,1,0,4,2,2,1,134,1,-74.1885825,40.9567531,2071,650
"15278",152,0,0,5,2,1,2,2,3,0,128,1,-74.2061931,40.0807404,1653,805
"15279",238,0,0,8,2,0,3,2,2,1,121,1,-80.0814292,26.5386936,3529,636
"15280",228,0,0,4,0,3,3,3,2,0,77,1,-73.6006342,40.6260153,6237,561
"15282",151,0,0,2,0,2,2,2,2,1,79,1,-88.0411993,43.0513426,13806,589
"15284",81,0,0,0,2,3,1,0,3,1,17,1,-78.8722341,43.0083406,1524,808
"15285",340,1,1,8,0,4,5,3,1,0,151,1,-80.1540226,26.3042864,6619,574
"15286",193,1,1,1,1,0,3,1,3,0,86,1,-73.1231585,41.228775,3280,602
"15288",60,1,0,2,0,2,1,2,1,1,54,0,-73.9800645,40.6483744,7982,571
"15289",147,1,0,0,0,2,2,2,1,0,97,1,-80.1819268,26.3003637,4672,577
"15290",155,0,0,5,1,2,2,1,1,1,122,1,-80.2209773,26.1218038,2290,686
"15291",140,1,1,9,0,0,2,0,1,0,73,1,-93.258095,44.9956414,6953,589
"15292",177,1,1,9,2,1,2,2,1,0,94,0,-76.4830579,42.4467049,1497,725
"15293",126,1,0,6,1,2,2,1,3,0,47,0,-82.6321376,27.7929237,3557,579
"15294",50,0,0,0,0,2,1,2,2,1,17,1,-73.9080581,40.8147803,3832,750
"15295",154,1,1,5,0,3,2,3,1,0,92,1,-73.471054,40.666393,3076,646
"15296",219,0,0,5,1,2,4,0,1,1,124,0,-82.0161996,33.3701528,5694,750
"15298",83,0,0,8,1,1,1,3,1,0,70,1,-80.2028489,25.7767549,4649,688
"15299",78,0,0,0,1,2,1,0,3,1,17,1,-74.8857989,40.0330851,1650,727
"15300",83,0,0,2,0,2,1,2,1,0,40,0,-84.3857442,33.8363126,38110,570
"15301",64,1,1,4,1,1,1,0,3,1,51,1,-93.0817473,44.9737443,2210,693
"15302",NA,0,0,0,1,1,1,2,1,0,59,1,-73.7801447,40.7779482,8118,572
"15303",56,1,0,4,2,0,1,1,3,0,73,0,-74.2472779,40.836743,729,750
"15305",68,1,1,1,2,2,1,2,3,2,51,1,-72.7038047,41.7721061,2766,714
"15306",218,0,0,1,2,2,3,1,1,0,92,1,-80.1791368,26.2563391,3857,646
"15309",128,1,1,8,1,2,2,0,3,0,99,1,-80.2711588,26.2480143,3666,687
"15310",75,1,1,5,1,4,1,1,3,0,49,0,-74.2531465,40.6843079,1587,774
"15311",180,1,1,9,1,3,2,0,1,0,111,1,-73.6712801,40.7054571,2451,631
"15312",240,0,0,5,2,0,3,1,1,1,79,1,-82.7940297,27.9180298,840,780
"15313",76,0,0,4,1,1,1,0,1,1,17,0,-81.422404,28.3040861,6166,571
"15314",85,0,0,7,2,1,1,3,2,0,35,1,-72.6210303,41.7785885,697,716
"15315",43,1,0,6,1,2,1,0,1,0,49,1,-72.6919814,41.7895977,1018,733
"15316",283,0,0,1,2,1,4,0,3,1,136,1,-82.7940297,27.8830677,1782,800
"15317",88,0,0,0,2,0,1,0,1,0,51,1,-80.2028489,25.7767549,1949,780
"15318",172,0,0,8,1,0,3,0,1,0,73,0,-73.4592701,41.1173012,4195,658
"15319",160,1,1,5,2,1,2,0,2,1,123,1,-74.7249281,40.2242807,2635,611
"15321",109,0,0,7,2,0,2,2,2,0,65,1,-73.8801301,40.95984,2511,649
"15322",53,0,0,4,0,3,1,1,2,0,58,1,-74.046169,40.859067,3919,698
"15323",156,1,1,6,0,4,2,1,2,0,101,1,-85.9521694,31.8020952,16769,488
"15324",233,1,1,4,2,0,3,1,2,0,93,1,-93.3439291,44.825116,5447,638
"15325",301,1,0,4,1,2,5,1,1,0,106,1,-73.317812,40.7622141,4033,637
"15326",87,1,1,0,2,1,1,2,1,1,51,1,-77.4902726,43.1107124,3383,765
"15328",97,1,1,7,2,4,2,1,1,0,108,1,-73.8477874,40.7506343,1781,735
"15329",286,0,0,9,2,2,4,3,3,0,95,1,-73.1172573,40.8602892,2764,573
"15330",78,0,0,8,1,3,1,2,2,0,34,0,-81.4114142,28.4889021,4701,655
"15331",72,0,0,2,0,2,1,1,1,0,66,0,-85.098004,33.5718188,18058,514
"15333",159,0,0,9,1,2,2,2,3,0,124,1,-73.7330753,40.8007661,3423,596
"15334",242,1,1,3,1,0,5,1,1,0,172,0,-92.0695841,46.8090502,1972,747
"15335",93,1,1,7,1,2,1,1,1,0,40,0,-73.7860276,42.6757698,3106,666
"15336",84,0,0,7,0,3,1,1,3,0,57,0,-87.9383822,43.0349801,16449,564
"15340",64,1,1,1,0,4,1,2,1,0,37,1,-80.1596041,26.2286939,2774,655
"15341",111,0,0,1,1,2,2,1,2,0,118,1,-81.3454417,28.5542151,3631,677
"15342",187,0,0,4,2,0,3,1,1,0,119,1,-80.1763467,26.5861576,4333,585
"15343",302,1,1,4,1,2,4,2,2,1,130,1,-93.3811952,45.0527827,1634,784
"15344",75,1,1,1,1,3,1,1,2,0,56,1,-73.6477342,40.692165,1475,791
"15345",189,1,1,8,2,0,3,2,1,0,136,1,-73.1792125,41.1858661,1144,758
"15346",207,0,0,1,0,4,3,2,1,0,101,1,-84.2061404,33.7939307,7230,589
"15347",100,0,0,0,1,2,2,3,1,0,92,1,-89.4008958,43.0592056,8209,510
"15348",274,0,0,7,1,1,5,3,2,1,143,1,-93.3691241,44.9037924,4149,698
"15349",151,0,0,0,1,0,2,2,2,0,98,1,-78.7986181,42.9674726,6144,582
"15350",94,0,0,6,1,1,1,2,2,0,39,1,-82.5239953,28.0899262,2536,601
"15352",69,0,0,7,0,4,1,2,3,0,55,1,-84.3410586,33.9260395,3285,609
"15354",121,0,0,1,1,2,2,0,1,0,106,1,-81.4828198,28.5802998,3454,712
"15355",156,0,0,7,2,1,2,1,1,0,101,0,-73.6153541,40.7491789,4404,632
"15356",340,0,0,5,0,3,5,1,1,0,150,1,-73.0346244,40.8085015,3145,705
"15357",15,1,1,0,1,0,1,2,2,0,41,1,-82.7940297,27.9180298,8669,570
"15358",169,0,0,1,1,0,2,0,1,0,119,1,-72.7274495,41.7660981,1504,742
"15359",312,0,0,5,0,4,5,0,1,0,191,1,-74.0476378,40.8876273,6003,567
"15361",182,0,0,1,1,0,3,1,2,0,109,1,-80.2711588,25.7213213,1150,723
"15362",190,0,0,5,0,1,2,1,2,2,95,0,-87.9148076,43.6383029,49025,563
"15363",63,0,0,7,1,1,1,0,1,1,69,1,-73.8124984,40.7850656,6696,584
"15364",111,1,1,7,0,0,2,2,1,2,95,0,-73.7095365,40.7430884,9712,551
"15365",81,0,0,6,2,1,1,1,2,0,77,0,-82.7293193,28.1940587,3010,581
"15367",58,0,0,9,0,4,1,3,2,1,55,1,-73.9389213,40.6722134,11781,551
"15370",31,0,0,4,1,3,1,1,1,0,53,1,-80.3547286,25.9904176,5155,569
"15371",208,0,0,4,2,1,3,2,2,0,74,1,-73.0700421,40.7941562,4116,592
"15372",163,1,1,0,2,0,2,0,2,0,124,1,-84.2594861,33.7414395,12639,601
"15373",82,0,0,4,1,4,1,1,1,2,64,0,-74.2120629,40.7132136,1714,NA
"15374",149,0,0,1,1,0,2,2,2,0,112,0,-82.4563199,27.9552692,2769,605
"15376",87,0,0,9,1,2,1,3,2,0,61,1,-73.8948295,40.6387196,5298,695
"15377",77,0,0,8,1,3,1,2,1,2,18,1,-80.1372757,26.180392,2781,689
"15378",156,0,0,4,1,4,3,1,3,0,83,1,-80.1540226,26.3510294,3749,654
"15380",217,1,1,5,1,2,3,1,2,0,82,1,-74.1386767,40.9965212,3531,582
"15381",158,0,0,4,0,4,2,1,2,1,120,1,-73.8683697,40.8990767,2981,675
"15382",245,1,1,4,1,3,3,2,2,0,130,1,-80.1372757,26.4608477,1817,753
"15383",279,0,0,6,2,0,4,1,1,1,85,1,-80.1596041,26.0181766,3657,588
"15384",285,0,0,2,1,0,4,3,1,2,169,1,-73.7977928,40.6718171,5891,643
"15385",136,0,0,4,0,4,2,1,2,1,124,1,-73.541744,40.7853084,6885,522
"15387",84,0,0,3,1,4,1,0,2,2,44,1,-80.0590804,26.6188279,2955,624
"15388",87,1,1,9,1,1,2,2,2,1,109,0,-74.2443436,40.5715956,1901,711
"15389",151,0,0,2,1,1,2,3,3,0,113,1,-74.4642861,40.554887,2023,644
"15390",206,1,0,0,1,0,3,0,2,1,78,1,-73.9565551,40.6648278,4115,711
"15391",170,0,0,5,1,2,2,2,2,1,60,1,-73.9815337,40.7388319,5719,721
"15393",226,0,0,9,0,2,3,2,1,0,99,1,-84.400194,33.7910495,18117,598
"15394",216,1,0,7,2,0,3,2,2,1,86,1,-82.7023383,28.2333343,2608,642
"15395",70,0,0,1,0,3,1,1,1,1,41,1,-80.1763467,26.5861576,1575,806
"15396",48,0,0,4,2,4,1,1,1,1,49,0,-93.2641955,45.0935798,2461,621
"15397",411,0,0,7,1,0,6,1,2,1,133,1,-80.2042436,26.2551386,4853,591
"15398",98,0,0,4,2,0,1,1,2,1,29,1,-80.2153998,25.9400585,1920,713
"15399",67,0,0,0,1,2,1,2,2,0,39,1,-80.3268812,25.9358702,961,771
"15400",55,1,0,9,0,4,1,1,2,0,76,0,-84.0695961,33.9327331,15113,535
"15401",225,1,1,4,2,4,3,1,2,0,132,1,-74.1533563,40.843339,486,794
"15402",100,0,0,9,0,0,3,3,2,0,69,0,-75.0173035,39.8269198,1255,782
"15403",128,0,0,5,0,4,2,1,1,1,55,1,-73.9154069,40.8515872,7619,532
"15404",235,0,0,2,1,1,3,2,1,1,82,1,-73.8213213,40.6900246,5628,691
"15405",152,1,1,7,1,1,2,1,3,0,52,1,-73.859549,40.9199758,2392,639
"15408",94,1,1,1,1,2,1,1,2,0,47,1,-87.9040571,42.9712071,24422,534
"15409",244,1,0,8,0,3,4,2,3,0,108,1,-73.9374517,40.8288377,6489,523
"15411",121,0,0,8,1,0,2,1,1,0,86,1,-80.2823063,25.839203,2832,630
"15412",70,1,1,0,0,4,1,1,3,1,61,1,-73.7536695,40.6184845,7356,491
"15413",220,0,0,7,0,4,3,2,1,0,81,0,-87.8255007,42.638141,9921,606
"15414",92,0,0,0,2,4,1,0,3,2,57,0,-73.9418603,40.7047738,3968,634
"15415",83,0,0,6,0,1,1,2,1,1,55,1,-89.3084607,43.099931,10256,508
"15416",201,0,0,8,0,2,3,1,1,0,72,1,-80.109357,26.5114554,1804,824
"15417",149,0,0,3,1,1,2,3,2,0,85,1,-73.0700421,40.7941562,5318,610
"15418",180,0,0,1,1,3,3,2,1,2,148,0,-80.1372757,25.9347377,2264,616
"15419",178,0,0,9,1,2,3,2,1,1,120,1,-82.5023464,27.890814,1603,730
"15420",82,0,0,5,1,0,1,0,1,2,44,1,-72.9755829,40.966609,3330,651
"15421",71,0,0,0,0,3,1,2,1,1,43,1,-73.3119159,40.8647497,3724,640
"15423",155,0,0,2,1,1,2,1,1,0,69,1,-77.623931,43.1318593,5406,661
"15424",175,0,0,2,0,3,3,2,2,0,127,0,-84.2647522,33.7695269,11839,523
"15425",95,0,0,6,2,0,1,1,1,1,31,1,-93.3811952,45.0527827,900,709
"15427",173,0,0,3,1,1,3,3,2,0,128,1,-80.2685032,26.208305,3533,619
"15428",79,0,0,8,1,2,1,2,2,0,44,1,-84.5064881,33.8806897,15013,566
"15429",29,0,0,1,2,1,1,1,2,0,17,1,-78.8637428,42.9137921,2015,597
"15430",74,0,0,5,0,4,1,1,2,0,52,1,-74.0623244,40.1030781,3798,661
"15432",165,1,0,7,2,0,3,1,3,0,90,1,-78.8099472,42.8820351,2541,666
"15433",168,1,1,7,0,4,2,2,1,0,132,1,-73.8918897,40.7594109,4696,713
"15434",74,1,0,4,0,1,1,0,1,1,29,1,-74.0094471,40.7217861,8315,617
"15436",162,0,0,0,0,4,2,0,3,2,120,0,-73.7389596,40.6584068,12061,540
"15437",116,0,0,8,0,4,2,2,1,0,98,1,-80.3045967,25.8641207,2954,646
"15438",72,0,0,1,2,1,1,2,3,1,34,1,-80.593833,28.179854,1764,734
"15441",85,0,0,4,2,2,1,1,1,0,48,1,-82.6969408,27.9711651,3466,631
"15442",95,0,0,0,0,0,2,2,1,0,69,1,-74.6620003,40.3542647,2628,601
"15443",66,1,1,6,1,2,1,1,1,0,17,1,-74.0329499,40.6212119,2593,632
"15444",76,0,0,9,1,1,1,2,1,1,33,1,-73.7095365,40.6294348,4579,616
"15445",238,1,1,4,2,0,4,0,3,1,136,1,-81.7294702,30.3065729,775,740
"15448",80,0,0,8,1,0,1,1,3,0,18,1,-80.593833,28.179854,1954,753
"15449",294,1,1,6,2,0,4,1,3,0,127,0,-73.1231585,41.228775,1604,776
"15450",177,0,0,6,2,1,2,1,1,1,119,1,-80.1819268,26.3003637,2725,655
"15453",221,0,0,3,1,2,3,1,1,1,71,1,-73.9859414,40.822166,3155,679
"15454",243,0,0,7,1,1,4,0,1,0,158,1,-84.3016021,33.8992049,16613,608
"15455",73,0,0,7,1,2,1,1,2,0,59,1,-73.706594,40.7006866,5107,689
"15456",90,1,1,0,1,0,1,0,1,0,45,1,-74.0138541,40.7038704,4672,631
"15457",255,0,0,0,3,0,4,2,1,0,155,0,-73.7860276,42.6757698,6026,577
"15459",210,0,0,3,1,3,3,1,1,0,144,1,-73.9565551,40.6648278,5947,616
"15460",83,0,0,4,1,3,1,3,3,0,31,1,-73.2116584,40.7267132,7316,496
"15461",277,0,0,2,2,2,5,2,1,1,127,0,-73.6683371,40.6383133,6656,626
"15462",75,0,0,9,2,2,1,2,2,0,45,0,-81.0257763,29.1342653,2375,616
"15463",357,0,0,0,1,1,5,1,2,0,107,1,-74.0241367,40.8053731,2388,714
"15464",71,0,0,1,1,2,1,2,1,2,66,1,-72.2067681,41.7133607,7228,534
"15465",70,0,0,9,2,1,1,0,1,2,48,1,-72.6919814,41.7895977,1357,762
"15466",125,0,0,0,3,3,2,1,2,0,116,1,-74.0138541,40.7038704,2779,752
"15467",70,0,0,3,1,1,1,3,1,1,48,0,-87.8255014,42.7333428,28121,573
"15468",59,1,1,5,0,4,1,0,1,0,60,0,-74.8097703,40.1181399,3059,619
"15469",224,0,0,0,2,1,4,3,2,1,91,0,-87.9148076,43.6383029,4234,650
"15470",65,0,0,4,1,0,1,2,2,2,33,1,-74.0828839,40.4174102,4135,666
"15471",288,0,0,0,0,4,4,3,2,0,109,0,-84.1804384,33.9102261,22777,577
"15472",82,1,1,2,2,0,2,3,2,0,53,1,-73.4239143,41.0924881,4616,630
"15473",218,0,0,9,1,2,3,1,3,0,98,1,-80.5827272,28.1095304,2367,567
"15474",255,0,0,7,0,4,4,3,2,2,144,1,-73.9447994,40.6285158,11008,492
"15476",73,0,0,7,0,1,1,2,2,0,53,0,-73.9918181,40.7686973,16134,592
"15477",171,0,0,2,0,4,2,1,1,1,91,0,-88.0656445,30.6804215,11517,615
"15478",105,1,0,6,0,4,2,3,2,0,103,1,-87.9040571,42.9712071,11752,579
"15479",119,0,0,3,2,0,2,2,1,0,46,1,-74.2590148,40.749443,692,766
"15482",172,0,0,0,1,0,2,1,1,0,120,1,-73.541744,40.7853084,3554,643
"15483",92,0,0,3,0,4,1,1,1,0,57,0,-82.3289111,29.6422516,7621,575
"15484",119,0,0,6,1,1,2,1,2,0,107,1,-80.0926014,26.6211772,2002,669
"15485",79,1,1,9,1,2,1,1,2,0,43,1,-73.9859414,40.5749261,5207,589
"15486",205,1,1,5,1,1,3,1,2,0,121,1,-73.7874983,40.7284018,3280,705
"15488",82,0,0,6,0,4,1,3,3,1,58,1,-86.8490126,33.4412139,30402,586
"15490",236,0,0,6,0,3,4,1,1,0,104,0,-79.0334288,43.0984101,10321,551
"15491",234,0,0,7,1,1,3,1,2,0,103,1,-73.9697795,40.7593941,5963,631
"15492",70,1,1,2,2,1,1,1,1,2,20,0,-74.7483371,40.222434,960,768
"15493",249,0,0,0,1,2,4,2,1,0,87,1,-80.1791368,26.2563391,3013,689
"15494",64,1,0,1,2,1,1,1,2,0,51,1,-72.886993,41.271102,216,789
"15495",253,0,0,5,0,2,4,1,2,1,111,0,-89.5214505,43.0282084,8178,578
"15499",87,1,1,1,1,2,1,0,1,0,61,1,-80.0926014,26.6561841,2525,646
"15501",144,0,0,1,1,2,2,1,1,1,48,0,-74.0123851,41.0991263,4715,685
"15502",81,0,0,7,0,4,1,1,1,1,54,0,-89.5214505,43.0282084,31113,576
"15503",253,1,0,6,1,1,4,1,1,1,106,1,-80.1316927,26.6530817,1338,759
"15504",152,0,0,4,2,0,2,1,1,0,80,1,-74.0094471,40.7366138,4920,644
"15505",265,0,0,0,1,2,4,0,3,0,135,0,-80.2711588,26.2480143,1719,724
"15506",123,0,0,2,2,0,2,2,2,0,109,1,-78.821275,42.8446356,3835,700
"15507",68,0,0,4,1,0,1,1,1,1,72,1,-72.9992013,40.8818158,9834,553
"15510",60,0,0,3,2,1,1,3,1,0,17,0,-72.7688226,41.5254822,1759,787
"15511",204,0,0,0,2,1,3,1,2,0,86,1,-74.1768412,40.8663719,2089,690
"15512",246,1,0,3,1,1,3,1,1,0,83,1,-73.4592701,41.1173012,1668,747
"15514",180,1,1,5,0,4,2,1,2,0,96,0,-73.9065883,42.7765383,4474,698
"15518",239,1,1,5,0,4,3,0,2,0,103,1,-74.0241367,40.8053731,3899,707
"15519",86,0,0,7,0,4,1,0,1,0,44,0,-88.4306955,43.789674,18939,536
"15520",35,1,1,4,0,4,1,0,2,1,38,1,-78.7323802,42.9733855,7687,543
"15521",140,1,1,0,1,2,3,2,1,1,71,1,-84.4225186,33.7321902,1086,747
"15522",91,0,0,3,0,0,1,1,2,1,33,1,-73.0700421,41.3427765,2974,590
"15523",221,0,0,7,1,2,3,2,2,1,91,1,-73.9506774,41.0289331,10849,606
"15524",151,0,0,5,3,1,2,2,1,0,101,1,-73.6359602,40.7793075,3922,593
"15525",92,0,0,7,2,2,1,2,1,1,53,0,-73.8286733,40.7071412,3857,648
"15526",91,1,1,8,1,2,1,2,1,2,59,0,-81.3426916,28.6553497,4236,627
"15527",354,0,0,0,0,1,5,2,2,1,121,0,-78.4758571,42.0786337,10911,553
"15528",72,1,1,6,2,1,1,1,1,2,51,1,-73.9697795,40.7593941,4995,643
"15529",96,0,0,3,1,1,1,0,3,0,64,1,-74.2296713,40.8589645,3005,676
"15530",128,0,0,0,0,4,2,0,1,0,129,0,-87.8255007,42.638141,6170,538
"15532",154,0,0,6,1,4,2,0,2,0,92,1,-93.2693572,44.9836543,1472,784
"15533",215,0,0,9,0,3,3,0,3,0,78,1,-84.3410586,33.9260395,9090,558
"15534",85,0,0,1,1,1,1,0,3,0,33,0,-82.24,30.06,2025,679
"15535",75,0,0,4,0,4,1,1,1,0,66,1,-81.3014284,28.6092911,6700,462
"15537",70,0,0,0,0,3,1,1,2,0,68,0,-83.8952525,33.5739691,20990,553
"15538",85,0,0,6,1,0,1,2,2,1,40,1,-79.059163,43.0863355,10640,460
"15539",66,0,0,0,0,2,1,0,1,1,67,0,-73.9271644,40.7595044,6232,507
"15541",40,0,0,5,1,2,1,2,3,1,47,1,-73.4003405,41.098813,4486,681
