"","ch.zip","lon","lat"
"8644","8638",-74.7629661,40.2518754
"8645","7083",-74.2531465,40.6843079
"8646","32277",-81.5870604,30.3776024
"8647","33594",-82.2420317,27.9346203
"8648","10952",-74.0828839,41.1091091
"8649","32603",-82.3479016,29.6577485
"8650","55406",-93.2231727,44.9406559
"8651","14614",-77.6120835,43.153975
"8652","30309",-84.3804888,33.7971137
"8653","33616",-82.5267009,27.8659233
"8654","10032",-73.9447994,40.8409822
"8655","54946",-89.1438051,44.3387864
"8656","33707",-82.7293193,27.7514295
"8657","32835",-81.4828198,28.5107872
"8658","10458",-73.88601,40.8621792
"8659","32202",-81.6555607,30.3276337
"8660","7090",-74.3411515,40.6519674
"8661","33129",-80.2056382,25.7564471
"8662","53716",-89.3274391,43.0709333
"8663","6269",-72.2511833,41.8193203
"8664","8850",-74.4379073,40.4494047
"8665","6851",-73.4062342,41.1339818
"8666","10522",-73.8713099,41.0102232
"8667","11801",-73.5181833,40.7621388
"8668","33772",-82.7940297,27.8480989
"8669","30310",-84.4225186,33.7321902
"8670","53031",-87.9148076,43.6383029
"8671","55107",-93.0676373,44.9309348
"8672","11520",-73.5888575,40.6440775
"8673","32807",-81.3014284,28.5513952
"8674","14802",-77.7881176,42.2469977
"8675","8554",-74.7775938,40.1163333
"8676","10029",-73.9447994,40.7916407
"8677","33856",-81.4285851,27.8565441
"8678","31698",-83.2850499,30.8449234
"8679","11001",-73.706594,40.720444
"8680","34207",-82.5780878,27.4399922
"8681","33778",-82.7940297,27.8830677
"8682","31207",-83.6527972,32.8274424
"8683","7642",-74.0447003,41.0078617
"8684","6854",-73.4239143,41.0924881
"8685","30070",-83.8952525,33.5739691
"8686","14609",-77.5504779,43.1770344
"8687","32207",-81.6363869,30.2949194
"8688","33484",-80.1372757,26.4608477
"8689","7306",-74.0711359,40.7329808
"8690","8859",-74.3176876,40.4601511
"8691","14615",-77.6364299,43.200781
"8692","55090",-92.9583024,45.0539789
"8693","13501",-75.2187346,43.0808833
"8694","7432",-74.1386767,40.9965212
"8695","30341",-84.3016021,33.8992049
"8696","10022",-73.9697795,40.7593941
"8697","33149",-80.1596041,25.7138002
"8698","11755",-73.1172573,40.8602892
"8699","7607",-74.0623244,40.9020267
"8700","8840",-74.3646122,40.5461171
"8701","6702",-73.0449551,41.5567064
"8702","33609",-82.5158778,27.9410535
"8703","33021",-80.1819268,26.0197012
"8704","32207",-81.6363869,30.2949194
"8705","8732",-74.1386767,39.9386722
"8706","12308",-73.9183464,42.8162941
"8707","33782",-82.7185282,27.8674465
"8708","34695",-82.6861446,28.0055309
"8709","30315",-84.3857442,33.7026678
"8710","7607",-74.0623244,40.9020267
"8711","10075",-73.9558204,40.7728432
"8712","33024",-80.2235227,26.0195493
"8713","55455",-93.2342,44.9741561
"8714","6051",-72.7629126,41.6651577
"8715","53226",-88.0411993,43.0513426
"8716","10303",-74.1739057,40.6311444
"8717","55130",-93.0817473,44.9737443
"8718","30021",-84.2436849,33.8019475
"8719","11365",-73.7889689,40.7421943
"8720","8046",-74.8857989,40.0330851
"8721","30329",-84.3279093,33.828105
"8722","34233",-82.4698603,27.2823268
"8723","11784",-73.0464309,40.8692939
"8724","30350",-84.3436881,33.9900649
"8725","7016",-74.3059546,40.6569929
"8726","11374",-73.8624893,40.7255722
"8727","7605",-73.9918181,40.8624613
"8728","53226",-88.0411993,43.0513426
"8729","6226",-72.2067681,41.7133607
"8730","30346",-84.3410586,33.9260395
"8731","10467",-73.8713099,40.8723987
"8732","6907",-73.5211286,41.0994238
"8733","33616",-82.5267009,27.8659233
"8734","35816",-86.6157527,34.7438027
"8735","10710",-73.8477874,40.9675084
"8736","10069",-73.9932872,40.7750791
"8737","10009",-73.9800645,40.7275043
"8738","11203",-73.9330429,40.6515882
"8739","33304",-80.1177335,26.1351973
"8740","10460",-73.8801301,40.841618
"8741","30310",-84.4225186,33.7321902
"8742","10530",-73.8124984,41.0214474
"8743","14223",-78.8439268,42.9719383
"8744","8232",-74.511172,39.3983456
"8745","30030",-84.2963392,33.7709887
"8746","6710",-73.0493825,41.5658733
"8747","10011",-74.0094471,40.7464969
"8748","32903",-80.5827272,28.1095304
"8749","32935",-80.6437906,28.1543081
"8750","14302",-79.059163,43.0863355
"8751","30313",-84.39494,33.7657549
"8752","11040",-73.6830521,40.7466623
"8753","7410",-74.1181234,40.9370006
"8754","11363",-73.7448437,40.7728635
"8755","8730",-74.0623244,40.1030781
"8756","11701",-73.4121277,40.6676105
"8757","55415",-93.2571034,44.9758391
"8758","7012",-74.1533563,40.843339
"8759","7018",-74.2208673,40.7564795
"8760","7203",-74.2707509,40.6520982
"8761","8035",-75.064035,39.8783477
"8762","55101",-93.0901841,44.9513188
"8763","33026",-80.2934522,26.0272663
"8764","7306",-74.0711359,40.7329808
"8765","53702",-89.3199999,43.1
"8766","14208",-78.8524199,42.9174901
"8767","8035",-75.064035,39.8783477
"8768","14202",-78.8736493,42.8943161
"8769","14609",-77.5504779,43.1770344
"8770","11433",-73.7860276,40.6997834
"8771","6705",-72.9934468,41.5399755
"8772","32805",-81.4004227,28.5345501
"8773","8049",-75.040671,39.855156
"8774","11782",-73.0818468,40.7368396
"8775","53715",-89.4008958,43.0592056
"8776","33771",-82.7616822,27.9046811
"8777","11020",-73.7183639,40.7715091
"8778","11231",-74.0094471,40.6772802
"8779","30609",-83.3742647,33.9517842
"8780","11598",-73.7095365,40.6294348
"8781","55806",-92.131325,46.7619249
"8782","30274",-84.4015075,33.5528023
"8783","33417",-80.1261093,26.716863
"8784","32937",-80.593833,28.179854
"8785","33973",-81.7294702,26.5974704
"8786","11030",-73.6830521,40.7960005
"8787","11236",-73.8948295,40.6387196
"8788","32730",-81.3426916,28.6553497
"8789","55316",-93.3944439,45.1646841
"8790","33606",-82.472568,27.9386915
"8791","7080",-74.4173877,40.56829
"8792","36111",-86.2615689,32.3405671
"8793","11731",-73.3119159,40.8647497
"8794","11370",-73.8918897,40.7594109
"8795","33612",-82.4427769,28.0563834
"8796","34205",-82.5889012,27.4872771
"8797","8869",-74.6458987,40.5747108
"8798","11021",-73.7271909,40.7851185
"8799","33755",-82.7886395,27.981827
"8800","13202",-76.1473156,43.0481645
"8801","33611",-82.5023464,27.890814
"8802","7857",-74.7015158,40.8967137
"8803","33027",-80.3547286,25.9904176
"8804","11211",-73.9565551,40.7093358
"8805","13501",-75.2187346,43.0808833
"8806","33704",-82.6321376,27.7929237
"8807","55424",-93.3439291,44.9091984
"8808","7102",-74.1739057,40.7350747
"8809","11370",-73.8918897,40.7594109
"8810","30033",-84.2805478,33.8092255
"8811","55423",-93.2835137,44.8735964
"8812","11755",-73.1172573,40.8602892
"8813","7657",-74.0123851,40.8333184
"8814","7607",-74.0623244,40.9020267
"8815","10601",-73.7683784,41.0322939
"8816","10301",-74.0946311,40.6274394
"8817","7801",-74.5521869,40.9479587
"8818","10069",-73.9932872,40.7750791
"8819","7514",-74.1445487,40.923473
"8820","13116",-76.0072749,43.0747792
"8821","10303",-74.1739057,40.6311444
"8822","11357",-73.8124984,40.7850656
"8823","53233",-87.9383822,43.0349801
"8824","7452",-74.1298684,40.9583569
"8825","11565",-73.6683371,40.672917
"8826","10310",-74.1181234,40.6307451
"8827","30008",-84.5903367,33.8955185
"8828","32707",-81.3124341,28.6678749
"8829","55812",-92.0695841,46.8090502
"8830","30309",-84.3804888,33.7971137
"8831","8812",-74.4818698,40.6019636
"8832","32812",-81.3234382,28.4833031
"8833","35209",-86.8069698,33.4702383
"8834","30067",-84.4697663,33.9290987
"8835","12307",-73.9330429,42.8065128
"8836","14615",-77.6364299,43.200781
"8837","33019",-80.1261093,26.0275816
"8838","33138",-80.1819268,25.8558416
"8839","55424",-93.3439291,44.9091984
"8840","7060",-74.4232507,40.6137438
"8841","30319",-84.338429,33.8730946
"8842","35216",-86.7919009,33.4306545
"8843","14214",-78.8439268,42.9334868
"8844","33140",-80.1372757,25.8176795
"8845","13206",-76.1030007,43.0699678
"8846","53129",-87.997164,42.9388315
"8847","8029",-75.0698754,39.8388611
"8848","10607",-73.8154394,41.0390683
"8849","11432",-73.7919103,40.7154518
"8850","33435",-80.0590804,26.5254562
"8851","11427",-73.7442568,40.7302787
"8852","30332",-84.3811458,33.7700012
"8853","8724",-74.1122506,40.0876046
"8854","33714",-82.6753466,27.8185373
"8855","33415",-80.1316927,26.6530817
"8856","31401",-81.0809848,32.081259
"8857","11729",-73.317812,40.7622141
"8858","11550",-73.6241855,40.6986257
"8859","33967",-81.8115051,26.4792352
"8860","7105",-74.1416127,40.7231264
"8861","12203",-73.8477874,42.6823182
"8862","36107",-86.2818753,32.3864315
"8863","6517",-72.9047136,41.3469288
"8864","11379",-73.8801301,40.7182124
"8865","33437",-80.1540226,26.5145591
"8866","55424",-93.3439291,44.9091984
"8867","7033",-74.2912872,40.6772404
"8868","53207",-87.9040571,42.9712071
"8869","33317",-80.2209773,26.1218038
"8870","55406",-93.2231727,44.9406559
"8871","7081",-74.3294199,40.699863
"8872","14615",-77.6364299,43.200781
"8873","33069",-80.1596041,26.2286939
"8874","53225",-88.0411993,43.1095503
"8875","7756",-74.0079781,40.2114561
"8876","11701",-73.4121277,40.6676105
"8877","8741",-74.1680347,39.937763
"8878","7514",-74.1445487,40.923473
"8879","7717",-74.0153231,40.191299
"8880","34205",-82.5889012,27.4872771
"8881","32810",-81.4246931,28.6235111
"8882","33486",-80.1149414,26.3424842
"8883","11010",-73.6712801,40.7054571
"8884","11722",-73.1939612,40.7881249
"8885","11210",-73.9447994,40.6285158
"8886","30313",-84.39494,33.7657549
"8887","6114",-72.6683333,41.737618
"8888","11762",-73.4474855,40.6826867
"8889","10306",-74.1298684,40.5729336
"8890","33312",-80.1819268,26.0898957
"8891","8232",-74.511172,39.3983456
"8892","53223",-87.9824758,43.1666739
"8893","10470",-73.8683697,40.8990767
"8894","7504",-74.1386767,40.9127904
"8895","11718",-73.2676903,40.7276613
"8896","30332",-84.3811458,33.7700012
"8897","14223",-78.8439268,42.9719383
"8898","11501",-73.6389038,40.7476654
"8899","55090",-92.9583024,45.0539789
"8900","33704",-82.6321376,27.7929237
"8901","7601",-74.0476378,40.8876273
"8902","13202",-76.1473156,43.0481645
"8903","7081",-74.3294199,40.699863
"8904","33190",-80.3352364,25.5527232
"8905","33403",-80.0814292,26.8070321
"8906","11414",-73.8477874,40.6616787
"8907","12929",-73.7201413,44.7234692
"8908","6604",-73.195196,41.1865502
"8909","10466",-73.8477874,40.8887394
"8910","7432",-74.1386767,40.9965212
"8911","11367",-73.8213213,40.7295546
"8912","54915",-88.3530747,44.2455449
"8913","30363",-84.400194,33.7910495
"8914","55090",-92.9583024,45.0539789
"8915","7306",-74.0711359,40.7329808
"8916","10503",-73.8753525,41.0264709
"8917","32210",-81.7239979,30.2775931
"8918","33483",-80.0590804,26.4670801
"8919","33510",-82.3126294,27.956046
"8920","55435",-93.3338547,44.8721412
"8921","7067",-74.3176876,40.5892333
"8922","7105",-74.1416127,40.7231264
"8923","11040",-73.6830521,40.7466623
"8924","33351",-80.2711588,26.17785
"8925","10960",-73.9065883,41.0938791
"8926","11756",-73.5181833,40.7226698
"8927","7446",-74.1357407,41.062513
"8928","11216",-73.9506774,40.6788319
"8929","7660",-74.0211989,40.851833
"8930","7001",-74.2707509,40.5827122
"8931","54301",-88.0167406,44.4812116
"8932","11419",-73.8213213,40.6900246
"8933","55436",-93.3691241,44.9037924
"8934","56075",7.5623594,50.3143821
"8935","7663",-74.0946311,40.9041233
"8936","10303",-74.1739057,40.6311444
"8937","7042",-74.2120629,40.821948
"8938","34668",-82.7023383,28.3031034
"8939","55412",-93.3016169,45.022405
"8940","34743",-81.3564411,28.334712
"8941","55408",-93.2935778,44.9479791
"8942","7452",-74.1298684,40.9583569
"8943","11722",-73.1939612,40.7881249
"8944","14206",-78.8099472,42.8820351
"8945","33012",-80.3045967,25.8641207
"8946","33023",-80.2153998,25.9868744
"8947","33184",-80.402048,25.756402
"8948","11550",-73.6241855,40.6986257
"8949","33759",-82.6969408,27.9711651
"8950","33021",-80.1819268,26.0197012
"8951","32931",-80.621591,28.3150144
"8952","35064",-86.9173327,33.4730218
"8953","7011",-74.1416127,40.8811561
"8954","8861",-74.2766186,40.5090949
"8955","7758",-74.0975678,40.4319003
"8956","10312",-74.1827119,40.555548
"8957","32250",-81.4114142,30.2745944
"8958","53205",-87.9383822,43.0543956
"8959","11691",-73.762495,40.6024346
"8960","6614",-73.1231585,41.228775
"8961","10993",-73.9624327,41.212212
"8962","33594",-82.2420317,27.9346203
"8963","10453",-73.9154069,40.8515872
"8964","33323",-80.3101684,26.1512497
"8965","53726",-89.4245627,43.0690343
"8966","33168",-80.2070328,25.8897406
"8967","7721",-74.2326058,40.4358981
"8968","10007",-74.0087126,40.7136487
"8969","34668",-82.7023383,28.3031034
"8970","33304",-80.1177335,26.1351973
"8971","53110",-87.8598861,42.9460825
"8972","33774",-82.8263615,27.8847538
"8973","55107",-93.0676373,44.9309348
"8974","7605",-73.9918181,40.8624613
"8975","10001",-73.9991637,40.7536854
"8976","33311",-80.1763467,26.142147
"8977","11514",-73.6153541,40.7491789
"8978","11432",-73.7919103,40.7154518
"8979","11219",-73.9976946,40.6310753
"8980","10803",-73.8036752,40.8996475
"8981","8638",-74.7629661,40.2518754
"8982","30033",-84.2805478,33.8092255
"8983","8879",-74.2824862,40.4751425
"8984","53210",-87.9751299,43.0671805
"8985","-86.5090901",33.91364,-86.5090901
"8986","7076",-74.3646122,40.6254814
"8987","54301",-88.0167406,44.4812116
"8988","11356",-73.8477874,40.7901266
"8989","54911",-88.372493,44.2837065
"8990","11423",-73.7683784,40.7170073
"8991","10706",-73.8713099,40.9905542
"8992","30083",-84.1909841,33.7994803
"8993","11214",-73.9982756,40.6046106
"8994","7006",-74.2824862,40.8515243
"8995","6606",-73.2116584,41.2078356
"8996","7065",-74.2824862,40.6041777
"8997","11549",-73.6224729,40.7132609
"8998","14211",-78.8099472,42.9109033
"8999","8536",-74.5873348,40.3379035
"9000","8611",-74.7541889,40.2032304
"9001","11782",-73.0818468,40.7368396
"9002","14201",-78.8863847,42.8967674
"9003","8052",-74.9968543,39.9524427
"9004","7043",-74.2003231,40.8400532
"9005","32807",-81.3014284,28.5513952
"9006","53403",-87.8058402,42.6964412
"9007","30340",-84.2542195,33.9025669
"9008","30903",-81.97,33.47
"9009","7631",-73.977126,40.8874882
"9010","6614",-73.1231585,41.228775
"9011","34683",-82.7616822,28.0910357
"9012","14204",-78.8637428,42.8801089
"9013","53186",-88.1974148,43.015059
"9014","11229",-73.9447994,40.5988077
"9015","7106",-74.2326058,40.7432865
"9016","33305",-80.1233175,26.1531223
"9017","6516",-72.9637728,41.2681575
"9018","8828",-74.4203192,40.3823028
"9019","32818",-81.4828198,28.5802998
"9020","11554",-73.5535234,40.7179622
"9021","7442",-74.2854199,41.0022968
"9022","11358",-73.7977928,40.760743
"9023","7014",-74.1298684,40.830167
"9024","33351",-80.2711588,26.17785
"9025","8518",-74.8097703,40.1181399
"9026","11742",-73.0346244,40.8085015
"9027","33010",-80.2823063,25.839203
"9028","11354",-73.8272029,40.7699016
"9029","11565",-73.6683371,40.672917
"9030","12209",-73.7889689,42.6356581
"9031","55103",-93.1315648,44.9688472
"9032","10452",-73.9212858,40.8376318
"9033","14445",-77.4902726,43.1107124
"9034","7626",-73.9565551,40.9412128
"9035","54946",-89.1438051,44.3387864
"9036","7016",-74.3059546,40.6569929
"9037","10707",-73.8257325,40.9606542
"9038","33026",-80.2934522,26.0272663
"9039","33764",-82.7401087,27.9385015
"9040","10310",-74.1181234,40.6307451
"9041","14608",-77.6221091,43.1491054
"9042","8110",-75.0552739,39.9701797
"9043","10704",-73.859549,40.9199758
"9044","11509",-73.7448437,40.5850432
"9045","11731",-73.3119159,40.8647497
"9046","33147",-80.2377078,25.84791
"9047","53220",-87.9873724,42.9678365
"9048","7630",-74.0211989,40.9750092
"9049","55437",-93.3439291,44.825116
"9050","55420",-93.2734517,44.8365032
"9051","32612",-82.3248889,29.6517176
"9052","11514",-73.6153541,40.7491789
"9053","33149",-80.1596041,25.7138002
"9054","7410",-74.1181234,40.9370006
"9055","8904",-74.4261821,40.502468
"9056","12307",-73.9330429,42.8065128
"9057","6103",-72.6757236,41.7665502
"9058","11361",-73.7742616,40.7622954
"9059","14904",-76.7913558,42.069498
"9060","30306",-84.3489467,33.7845409
"9061","11235",-73.9418603,40.5860069
"9062","11553",-73.5888575,40.7033646
"9063","33143",-80.2934522,25.6993807
"9064","32822",-81.2849169,28.4750405
"9065","7028",-74.2032581,40.8034312
"9066","7311",-74.0375011,40.716828
"9067","12206",-73.7860276,42.6757698
"9068","7011",-74.1416127,40.8811561
"9069","10803",-73.8036752,40.8996475
"9070","8012",-75.0552739,39.7891108
"9071","33901",-81.8770671,26.6235485
"9072","33901",-81.8770671,26.6235485
"9073","7094",-74.0711359,40.782392
"9074","11563",-73.6742232,40.6589417
"9075","32730",-81.3426916,28.6553497
"9076","7762",-74.0241367,40.1601131
"9077","11023",-73.7330753,40.8007661
"9078","7208",-74.2208673,40.6723782
"9079","55454",-93.2409552,44.9669685
"9080","33770",-82.7940297,27.9180298
"9081","8102",-75.1165915,39.9556147
"9082","8108",-75.064035,39.9135471
"9083","11518",-73.6683371,40.6383133
"9084","34695",-82.6861446,28.0055309
"9085","11378",-73.9095279,40.7224092
"9086","7656",-74.0447003,41.03737
"9087","33404",-80.0702555,26.7712632
"9088","53129",-87.997164,42.9388315
"9089","10010",-73.9815337,40.7388319
"9090","11720",-73.0759446,40.8688263
"9091","30326",-84.3620913,33.849145
"9092","10314",-74.1827119,40.5952146
"9093","14202",-78.8736493,42.8943161
"9094","7201",-74.2040745,40.6669059
"9095","11358",-73.7977928,40.760743
"9096","6604",-73.195196,41.1865502
"9097","10019",-73.9918181,40.7686973
"9098","11427",-73.7442568,40.7302787
"9099","33301",-80.128901,26.1242719
"9100","33064",-80.109357,26.2778269
"9101","10583",-73.7830861,40.9926382
"9102","33594",-82.2420317,27.9346203
"9103","33304",-80.1177335,26.1351973
"9104","55103",-93.1315648,44.9688472
"9105","53110",-87.8598861,42.9460825
"9106","7735",-74.197388,40.4359539
"9107","32205",-81.7294702,30.3065729
"9108","33317",-80.2209773,26.1218038
"9109","13219",-76.2189421,43.0365582
"9110","14608",-77.6221091,43.1491054
"9111","7014",-74.1298684,40.830167
"9112","33014",-80.3045967,25.9109586
"9113","11596",-73.6447908,40.7583894
"9114","7524",-74.156292,40.9300511
"9115","11735",-73.4298073,40.7245083
"9116","33169",-80.2153998,25.9400585
"9117","11003",-73.706594,40.7006866
"9118","7202",-74.2149978,40.6517521
"9119","33138",-80.1819268,25.8558416
"9120","7735",-74.197388,40.4359539
"9121","7675",-73.9947563,41.0229118
"9122","30312",-84.377861,33.7440941
"9123","33301",-80.128901,26.1242719
"9124","7734",-74.1386767,40.4426433
"9125","14853",-76.4830579,42.4467049
"9126","6704",-73.0346244,41.5903353
"9127","55125",-92.9475662,44.915423
"9128","8102",-75.1165915,39.9556147
"9129","7649",-74.0388252,40.9528921
"9130","11362",-73.7330753,40.7612957
"9131","11231",-74.0094471,40.6772802
"9132","32807",-81.3014284,28.5513952
"9133","53233",-87.9383822,43.0349801
"9134","6107",-72.7629126,41.752238
"9135","33778",-82.7940297,27.8830677
"9136","11040",-73.6830521,40.7466623
"9137","11235",-73.9418603,40.5860069
"9138","10029",-73.9447994,40.7916407
"9139","36082",-85.9521694,31.8020952
"9140","6120",-72.6712894,41.7888066
"9141","10314",-74.1827119,40.5952146
"9142","8861",-74.2766186,40.5090949
"9143","10009",-73.9800645,40.7275043
"9144","30070",-83.8952525,33.5739691
"9145","33761",-82.7185282,28.0305402
"9146","34690",-82.7293193,28.1940587
"9147","10036",-73.9932872,40.7602619
"9148","33132",-80.1679758,25.7700009
"9149","6516",-72.9637728,41.2681575
"9150","30324",-84.3594626,33.81842
"9151","11694",-73.8624893,40.5722132
"9152","36082",-85.9521694,31.8020952
"9153","33613",-82.4698603,28.0869646
"9154","55415",-93.2571034,44.9758391
"9155","10552",-73.8242621,40.9247625
"9156","10804",-73.7889689,40.9492193
"9157","33306",-80.1121493,26.1640451
"9158","55443",-93.3337208,45.1243266
"9159","8608",-74.7673546,40.2187428
"9160","8904",-74.4261821,40.502468
"9161","54307",-88.02,44.4799999
"9162","11434",-73.7772032,40.6812166
"9163","8884",-74.3910019,40.398174
"9164","10282",-74.0152027,40.7167028
"9165","8402",-74.505312,39.3317283
"9166","33167",-80.2377078,25.8830363
"9167","10552",-73.8242621,40.9247625
"9168","53233",-87.9383822,43.0349801
"9169","33176",-80.3547286,25.6624457
"9170","36609",-88.1535352,30.6587002
"9171","8010",-74.9150313,40.0520116
"9172","33154",-80.1261093,25.8871575
"9173","10462",-73.8566087,40.8382522
"9174","11030",-73.6830521,40.7960005
"9175","10026",-73.9525825,40.8032131
"9176","33709",-82.7401087,27.8219579
"9177","33024",-80.2235227,26.0195493
"9178","10703",-73.8801301,40.95984
"9179","54307",-88.02,44.4799999
"9180","34103",-81.806039,26.1917113
"9181","33756",-82.7940297,27.9413341
"9182","11363",-73.7448437,40.7728635
"9183","33179",-80.1930859,25.9502474
"9184","33141",-80.1484407,25.8535635
"9185","33907",-81.8716058,26.5588224
"9186","7071",-74.1063776,40.7972384
"9187","7040",-74.2707509,40.7312956
"9188","33511",-82.2909146,27.9082595
"9189","7079",-74.2590148,40.749443
"9190","32789",-81.3509416,28.5950986
"9191","36590",-88.18,30.55
"9192","53714",-89.3084607,43.099931
"9193","14204",-78.8637428,42.8801089
"9194","33125",-80.2349196,25.7862401
"9195","11354",-73.8272029,40.7699016
"9196","34950",-80.3268812,27.4414482
"9197","11040",-73.6830521,40.7466623
"9198","10016",-73.9800645,40.74727
"9199","7676",-74.0593872,40.9877985
"9200","53202",-87.8991514,43.0439776
"9201","7424",-74.2120629,40.8811718
"9202","30305",-84.3857442,33.8363126
"9203","34231",-82.5131717,27.2612782
"9204","33770",-82.7940297,27.9180298
"9205","10009",-73.9800645,40.7275043
"9206","7721",-74.2326058,40.4358981
"9207","32511",-87.2922927,30.4056563
"9208","11731",-73.3119159,40.8647497
"9209","11365",-73.7889689,40.7421943
"9210","8083",-75.0289877,39.8385235
"9211","6905",-73.541744,41.0901834
"9212","30305",-84.3857442,33.8363126
"9213","33856",-81.4285851,27.8565441
"9214","10465",-73.8242621,40.8262186
"9215","30460",-81.7828033,32.4259367
"9216","8902",-74.4818698,40.4430064
"9217","30093",-84.1804384,33.9102261
"9218","30072",-84.2061404,33.7939307
"9219","7108",-74.197388,40.7235275
"9220","34950",-80.3268812,27.4414482
"9221","10701",-73.8713099,40.9413523
"9222","14213",-78.8920444,42.9165666
"9223","10024",-73.9741874,40.7859464
"9224","33901",-81.8770671,26.6235485
"9225","7718",-74.0828839,40.4174102
"9226","33168",-80.2070328,25.8897406
"9227","8105",-75.0903154,39.9546859
"9228","10522",-73.8713099,41.0102232
"9229","55443",-93.3337208,45.1243266
"9230","33704",-82.6321376,27.7929237
"9231","33132",-80.1679758,25.7700009
"9232","14207",-78.9005333,42.9486552
"9233","33193",-80.4604643,25.6987264
"9234","34237",-82.5131717,27.3430762
"9235","32304",-84.3857442,30.4649282
"9236","33138",-80.1819268,25.8558416
"9237","11779",-73.1231585,40.8169046
"9238","33786",-82.8398285,27.9233312
"9239","11205",-73.9565551,40.6945036
"9240","8722",-74.197388,39.9268202
"9241","33023",-80.2153998,25.9868744
"9242","14207",-78.9005333,42.9486552
"9243","30309",-84.3804888,33.7971137
"9244","33301",-80.128901,26.1242719
"9245","33068",-80.2209773,26.2153627
"9246","14301",-79.0334288,43.0984101
"9247","12208",-73.7889689,42.6547387
"9248","7463",-74.1269322,41.0145518
"9249","7076",-74.3646122,40.6254814
"9250","11104",-73.9198161,40.7448741
"9251","7028",-74.2032581,40.8034312
"9252","33629",-82.5131717,27.9263478
"9253","11735",-73.4298073,40.7245083
"9254","33162",-80.1819268,25.9260794
"9255","7662",-74.0799469,40.9094443
"9256","30096",-84.1540659,33.9812131
"9257","55401",-93.2693572,44.9836543
"9258","32814",-81.3206873,28.5728973
"9259","33321",-80.2685032,26.208305
"9260","8901",-74.45185,40.4861552
"9261","10983",-73.9506774,41.0289331
"9262","30021",-84.2436849,33.8019475
"9263","30317",-84.3147572,33.7467783
"9264","55423",-93.2835137,44.8735964
"9265","10927",-73.9477384,41.1929636
"9266","10010",-73.9815337,40.7388319
"9267","7718",-74.0828839,40.4174102
"9268","6120",-72.6712894,41.7888066
"9269","10012",-73.9976946,40.7250632
"9270","7031",-74.1298684,40.7906667
"9271","34236",-82.5456374,27.3331293
"9272","11576",-73.6506776,40.7987048
"9273","31698",-83.2850499,30.8449234
"9274","8736",-74.0711359,40.1267952
"9275","30313",-84.39494,33.7657549
"9276","33028",-80.3491599,26.0193082
"9277","33773",-82.7535929,27.8780347
"9278","12929",-73.7201413,44.7234692
"9279","11354",-73.8272029,40.7699016
"9280","8049",-75.040671,39.855156
"9281","10923",-73.9976946,41.2025267
"9282","53143",-87.8304145,42.564798
"9283","11239",-73.8727799,40.6516509
"9284","11368",-73.8477874,40.7506343
"9285","11795",-73.3060197,40.7111586
"9286","11751",-73.2116584,40.7267132
"9287","6854",-73.4239143,41.0924881
"9288","33172",-80.360297,25.7858514
"9289","53212",-87.9089623,43.0732715
"9290","8901",-74.45185,40.4861552
"9291","53702",-89.3199999,43.1
"9292","33444",-80.0814292,26.4569636
"9293","54946",-89.1438051,44.3387864
"9294","33704",-82.6321376,27.7929237
"9295","10468",-73.8977693,40.8687887
"9296","53225",-88.0411993,43.1095503
"9297","11373",-73.8801301,40.737975
"9298","31906",-84.9505398,32.470217
"9299","11415",-73.8286733,40.7071412
"9300","10119",-73.9931036,40.7502013
"9301","54911",-88.372493,44.2837065
"9302","11368",-73.8477874,40.7506343
"9303","53172",-87.8647961,42.9121206
"9304","33193",-80.4604643,25.6987264
"9305","14611",-77.6364299,43.1530599
"9306","10001",-73.9991637,40.7536854
"9307","7463",-74.1269322,41.0145518
"9308","32206",-81.6418656,30.346791
"9309","31207",-83.6527972,32.8274424
"9310","7018",-74.2208673,40.7564795
"9311","14225",-78.7589558,42.9202891
"9312","7878",-74.4774741,40.8698579
"9313","33145",-80.2265545,25.7534663
"9314","11362",-73.7330753,40.7612957
"9315","11552",-73.6477342,40.692165
"9316","33432",-80.0814292,26.3401581
"9317","13207",-76.1638823,43.0178864
"9318","33433",-80.1540226,26.3510294
"9319","54915",-88.3530747,44.2455449
"9320","14605",-77.6020569,43.1683888
"9321","8049",-75.040671,39.855156
"9322","6605",-73.2116584,41.1687117
"9323","11434",-73.7772032,40.6812166
"9324","33761",-82.7185282,28.0305402
"9325","8882",-74.3792737,40.4462997
"9326","7018",-74.2208673,40.7564795
"9327","33435",-80.0590804,26.5254562
"9328","11418",-73.8330844,40.6966538
"9329","10007",-74.0087126,40.7136487
"9330","33126",-80.2962385,25.778647
"9331","10470",-73.8683697,40.8990767
"9332","32730",-81.3426916,28.6553497
"9333","32569",-86.7718017,30.4305728
"9334","55428",-93.3811952,45.0527827
"9335","11704",-73.3531852,40.7181416
"9336","6702",-73.0449551,41.5567064
"9337","7501",-74.1621634,40.9111613
"9338","33484",-80.1372757,26.4608477
"9339","8402",-74.505312,39.3317283
"9340","14615",-77.6364299,43.200781
"9341","14617",-77.5963271,43.2202305
"9342","7302",-74.0447003,40.7218318
"9343","32810",-81.4246931,28.6235111
"9344","11798",-73.3767641,40.7512158
"9345","11356",-73.8477874,40.7901266
"9346","53726",-89.4245627,43.0690343
"9347","32937",-80.593833,28.179854
"9348","54136",-88.3385053,44.2690157
"9349","11729",-73.317812,40.7622141
