"","X","convert_ind","discount","Home_policy_ind","df_prior_carrier","df_cov_package","df_cat_zone","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","driver_age","split","freq_agent"
"3225",3225,0,1,0,9,1,1,3,1,3,0,145,"Train",1
"3226",3226,0,0,0,4,1,1,1,2,2,1,59,"Train",0
"3227",3227,NA,0,0,9,2,1,3,2,1,1,97,"Test",1
"3228",3228,0,0,0,4,2,1,6,0,2,1,155,"Train",1
"3229",3229,NA,1,0,1,2,2,1,2,1,0,18,"Test",0
"3230",3230,0,0,0,0,2,2,1,3,1,1,83,"Train",1
"3231",3231,0,0,0,4,1,3,1,0,2,0,47,"Train",1
"3232",3232,1,0,0,0,0,3,2,3,2,0,122,"Train",1
"3233",3233,NA,0,0,7,1,4,1,2,1,1,17,"Test",0
"3234",3234,0,1,0,8,2,1,2,1,1,1,107,"Train",1
"3235",3235,0,1,0,3,0,2,2,2,2,0,76,"Train",0
"3236",3236,0,0,0,0,1,3,1,2,2,0,65,"Train",1
"3237",3237,1,1,1,4,3,0,3,1,3,1,123,"Train",1
"3238",3238,NA,0,0,0,1,3,1,2,1,1,49,"Test",1
"3239",3239,0,0,0,6,1,2,2,3,1,2,97,"Train",0
"3240",3240,1,0,0,0,1,2,1,1,2,0,52,"Train",1
"3241",3241,0,0,0,0,0,4,2,1,1,0,126,"Train",1
"3242",3242,1,1,1,5,1,0,1,1,2,1,60,"Train",1
"3243",3243,0,1,1,4,0,4,2,1,1,1,80,"Train",1
"3244",3244,0,1,1,1,2,1,1,2,1,0,53,"Train",1
"3245",3245,0,0,0,1,1,1,2,3,1,1,100,"Train",1
"3246",3246,0,1,0,0,0,4,5,2,2,1,150,"Train",1
"3247",3247,NA,0,0,0,0,4,1,3,1,1,72,"Test",1
"3248",3248,NA,0,0,2,2,0,1,3,1,1,65,"Test",0
"3249",3249,1,0,0,5,1,1,1,1,2,0,31,"Train",1
"3250",3250,1,0,0,7,1,2,1,3,3,0,56,"Train",0
"3251",3251,0,1,1,0,0,4,1,1,2,0,29,"Train",0
"3252",3252,0,0,0,4,1,1,1,1,1,0,48,"Train",0
"3253",3253,0,0,0,1,1,0,3,2,2,2,145,"Train",1
"3254",3254,0,1,0,9,1,1,1,3,2,0,62,"Train",1
"3255",3255,NA,0,0,8,1,2,5,3,2,0,169,"Test",1
"3256",3256,0,0,0,1,0,2,1,0,1,0,57,"Train",1
"3257",3257,0,0,0,0,1,2,3,2,1,0,82,"Train",0
"3258",3258,0,0,0,9,0,4,1,2,3,0,53,"Train",0
"3259",3259,0,0,0,6,1,3,2,1,2,0,81,"Train",1
"3260",3260,0,0,0,6,1,1,1,1,3,0,52,"Train",1
"3261",3261,0,1,0,9,1,1,5,2,2,1,151,"Train",1
"3262",3262,NA,1,0,1,2,2,3,0,1,1,85,"Test",1
"3263",3263,NA,0,0,5,1,0,2,0,2,1,106,"Test",1
"3264",3264,1,0,0,9,2,1,2,2,1,0,112,"Train",1
"3265",3265,NA,0,0,1,1,1,5,1,2,0,118,"Test",1
"3266",3266,0,0,0,0,0,4,5,0,1,0,128,"Train",1
"3267",3267,0,0,0,1,0,1,1,1,3,1,30,"Train",0
"3268",3268,0,0,0,3,0,4,6,1,1,0,188,"Train",1
"3269",3269,NA,0,0,9,0,4,3,2,1,0,127,"Test",0
"3270",3270,1,0,0,5,1,2,1,2,1,0,41,"Train",1
"3271",3271,0,0,0,4,1,1,3,0,1,0,107,"Train",1
"3272",3272,0,0,0,7,2,0,3,1,3,2,116,"Train",1
"3273",3273,0,0,0,4,0,4,3,1,3,1,109,"Train",0
"3274",3274,NA,0,0,2,1,2,3,2,1,0,136,"Test",1
"3275",3275,0,0,0,7,1,2,2,2,2,1,139,"Train",1
"3276",3276,1,1,1,9,1,0,1,1,2,0,55,"Train",1
"3277",3277,0,0,0,6,1,2,2,0,1,1,82,"Train",1
"3278",3278,0,0,0,5,2,1,2,1,2,1,108,"Train",0
"3279",3279,0,0,0,0,1,3,4,3,1,0,131,"Train",1
"3280",3280,0,0,0,2,2,2,1,0,2,0,46,"Train",1
"3281",3281,0,1,1,5,1,3,5,0,1,2,131,"Train",0
"3282",3282,NA,0,0,3,0,3,1,1,1,0,68,"Test",1
"3283",3283,0,0,0,4,2,1,2,2,2,1,81,"Train",1
"3284",3284,0,0,0,5,1,0,1,3,3,2,64,"Train",1
"3285",3285,0,0,0,5,1,1,1,2,1,0,59,"Train",1
"3286",3286,NA,0,0,6,1,3,5,2,2,0,158,"Test",1
"3287",3287,0,0,0,2,2,1,1,1,2,0,50,"Train",0
"3288",3288,0,0,0,1,1,0,1,3,1,1,17,"Train",1
"3289",3289,NA,0,0,5,0,3,2,1,1,1,105,"Test",1
"3290",3290,0,0,0,3,1,0,3,3,1,0,122,"Train",1
"3291",3291,NA,0,0,7,1,3,2,2,2,0,133,"Test",1
"3292",3292,NA,0,0,0,1,2,1,1,3,0,30,"Test",1
"3293",3293,0,0,0,4,2,1,1,0,3,0,63,"Train",1
"3294",3294,NA,0,0,5,1,2,2,2,1,1,92,"Test",1
"3295",3295,1,0,0,4,2,2,1,3,2,2,55,"Train",0
"3296",3296,0,1,0,9,0,1,1,2,2,0,55,"Train",1
"3297",3297,0,0,0,0,2,0,1,0,2,0,43,"Train",0
"3298",3298,NA,1,0,3,2,0,1,3,2,0,55,"Test",0
"3299",3299,NA,0,0,0,1,2,1,1,1,0,56,"Test",0
"3300",3300,NA,0,0,2,2,1,1,0,1,1,55,"Test",1
"3301",3301,0,0,0,8,0,2,3,1,1,0,78,"Train",0
"3302",3302,NA,1,0,6,0,2,3,2,1,1,121,"Test",1
"3303",3303,0,1,1,4,1,2,2,3,2,1,77,"Train",0
"3304",3304,NA,0,0,1,2,2,3,2,2,0,102,"Test",1
"3305",3305,1,1,1,0,1,1,1,1,2,1,56,"Train",1
"3306",3306,0,1,1,0,2,0,1,1,2,0,56,"Train",1
"3307",3307,NA,0,0,2,0,4,2,0,3,0,72,"Test",0
"3308",3308,NA,0,0,2,2,4,3,0,3,1,92,"Test",0
"3309",3309,0,0,0,5,0,2,2,0,2,0,110,"Train",1
"3310",3310,0,0,0,5,2,0,3,1,1,1,91,"Train",0
"3311",3311,NA,0,0,4,0,3,1,1,3,0,56,"Test",0
"3312",3312,0,0,0,0,1,1,2,2,2,1,117,"Train",0
"3313",3313,1,1,1,4,2,0,3,0,2,1,96,"Train",0
"3314",3314,0,1,1,9,0,4,1,2,1,1,57,"Train",1
"3315",3315,NA,0,0,6,1,0,2,1,2,1,85,"Test",1
"3316",3316,0,0,0,5,0,0,2,3,2,0,90,"Train",0
"3317",3317,0,1,0,9,2,2,2,1,1,0,106,"Train",1
"3318",3318,NA,0,0,9,2,1,3,3,2,0,83,"Test",0
"3319",3319,0,0,0,4,1,1,2,1,2,0,50,"Train",1
"3320",3320,0,0,0,6,1,0,3,2,1,0,120,"Train",0
"3321",3321,0,0,0,1,0,4,2,1,1,1,48,"Train",1
"3322",3322,0,1,0,7,1,1,3,2,1,0,80,"Train",0
"3323",3323,0,1,1,6,2,4,5,0,2,0,135,"Train",1
"3324",3324,NA,1,0,6,0,3,1,2,1,2,17,"Test",0
"3325",3325,0,1,1,1,1,0,1,3,1,0,51,"Train",1
"3326",3326,0,1,1,5,1,3,3,0,1,0,106,"Train",1
"3327",3327,0,1,0,4,0,3,4,2,1,1,164,"Train",0
"3328",3328,0,0,0,3,2,0,5,1,1,2,156,"Train",0
"3329",3329,0,0,0,2,2,1,3,2,3,0,132,"Train",1
"3330",3330,0,1,0,7,1,1,3,0,1,0,132,"Train",1
"3331",3331,0,0,0,5,1,3,3,1,2,1,85,"Train",1
"3332",3332,0,0,0,2,1,0,6,1,1,0,172,"Train",1
"3333",3333,0,0,0,5,0,4,1,0,1,0,54,"Train",1
"3334",3334,0,0,0,0,0,1,3,2,2,0,125,"Train",0
"3335",3335,0,0,0,1,2,0,2,2,2,0,81,"Train",0
"3336",3336,0,0,0,1,1,3,1,1,2,0,71,"Train",1
"3337",3337,NA,0,0,1,0,4,1,0,1,1,45,"Test",1
"3338",3338,0,0,0,2,1,2,1,1,1,2,53,"Train",0
"3339",3339,0,0,0,6,2,0,2,1,2,1,86,"Train",0
"3340",3340,0,0,0,2,1,1,4,0,2,1,131,"Train",1
"3341",3341,0,1,1,4,1,1,1,1,1,0,33,"Train",1
"3342",3342,NA,0,0,0,2,1,1,1,2,1,54,"Test",1
"3343",3343,0,1,0,5,0,4,3,0,1,1,120,"Train",0
"3344",3344,0,1,1,9,2,1,1,1,1,0,54,"Train",1
"3345",3345,0,1,1,6,2,2,2,1,3,1,108,"Train",0
"3346",3346,0,0,0,4,1,1,3,1,1,0,102,"Train",1
"3347",3347,0,1,1,0,2,1,1,1,2,0,51,"Train",1
"3348",3348,0,0,0,3,1,2,1,0,2,1,63,"Train",0
"3349",3349,1,0,0,0,2,1,4,2,3,2,144,"Train",1
"3350",3350,1,0,0,4,1,1,1,3,3,0,46,"Train",1
"3351",3351,NA,0,0,7,1,0,1,0,3,1,59,"Test",1
"3352",3352,0,0,0,5,0,4,1,3,1,1,61,"Train",0
"3353",3353,0,0,0,4,0,4,1,3,2,0,78,"Train",1
"3354",3354,NA,1,1,1,0,4,1,1,2,0,36,"Test",1
"3355",3355,NA,1,1,5,1,2,2,2,1,1,79,"Test",1
"3356",3356,0,1,1,5,2,3,4,2,3,0,147,"Train",0
"3357",3357,NA,0,0,9,1,3,1,0,2,2,20,"Test",0
"3358",3358,1,1,1,9,1,2,3,1,2,1,96,"Train",1
"3359",3359,NA,0,0,1,1,2,3,2,1,1,138,"Test",0
"3360",3360,0,0,0,2,1,3,3,1,1,0,130,"Train",0
"3361",3361,0,0,0,3,1,3,2,3,1,0,118,"Train",1
"3362",3362,0,0,0,5,0,4,1,1,1,1,18,"Train",1
"3363",3363,0,1,1,5,0,3,1,3,1,1,18,"Train",1
"3364",3364,0,0,0,6,0,4,3,2,1,1,67,"Train",0
"3365",3365,NA,0,0,7,1,2,1,2,3,0,17,"Test",1
"3366",3366,0,0,0,4,1,3,3,2,1,1,84,"Train",1
"3367",3367,0,0,0,5,0,2,1,1,1,1,72,"Train",0
"3368",3368,NA,0,0,7,0,3,5,2,3,0,137,"Test",1
"3369",3369,NA,0,0,8,1,3,2,2,1,0,62,"Test",1
"3370",3370,0,0,0,9,2,0,3,2,3,0,87,"Train",1
"3371",3371,0,0,0,4,2,1,2,1,1,0,67,"Train",1
"3372",3372,NA,0,0,4,0,0,3,1,1,0,120,"Test",0
"3373",3373,NA,0,0,7,2,0,2,2,2,0,106,"Test",1
"3374",3374,NA,0,0,4,1,1,3,2,1,0,126,"Test",0
"3375",3375,0,0,0,1,0,1,3,2,1,1,89,"Train",0
"3376",3376,NA,0,0,0,1,3,1,2,3,0,63,"Test",1
"3377",3377,0,0,0,7,0,2,1,0,1,0,61,"Train",0
"3378",3378,0,0,0,0,1,2,1,1,3,0,18,"Train",1
"3379",3379,0,0,0,0,2,0,2,3,3,2,86,"Train",0
"3380",3380,0,0,0,2,1,4,5,2,2,0,110,"Train",1
"3381",3381,0,1,1,2,0,0,1,0,1,0,44,"Train",1
"3382",3382,NA,0,0,0,1,2,3,0,1,0,123,"Test",1
"3383",3383,NA,0,0,4,2,1,1,1,1,0,17,"Test",1
"3384",3384,NA,1,1,6,1,1,2,1,2,1,109,"Test",0
"3385",3385,0,1,1,8,1,3,2,1,2,0,121,"Train",0
"3386",3386,NA,0,0,5,2,0,4,1,1,0,153,"Test",1
"3387",3387,0,0,0,6,0,3,1,2,1,0,75,"Train",1
"3388",3388,0,0,0,2,2,1,1,1,1,0,47,"Train",1
"3389",3389,0,0,0,2,0,4,1,2,2,2,42,"Train",1
"3390",3390,0,1,0,4,1,1,1,1,2,1,42,"Train",1
"3391",3391,0,1,1,7,0,3,1,2,3,0,19,"Train",1
"3392",3392,0,0,0,3,1,0,5,0,1,0,174,"Train",1
"3393",3393,0,1,1,5,1,0,3,0,2,2,118,"Train",0
"3394",3394,0,1,1,8,2,1,2,2,2,0,121,"Train",1
"3395",3395,1,1,1,5,1,1,1,1,1,0,36,"Train",1
"3396",3396,NA,0,0,0,2,2,4,1,1,0,105,"Test",1
"3397",3397,0,0,0,4,0,2,3,2,2,2,106,"Train",0
"3398",3398,NA,0,0,6,2,2,1,1,2,1,64,"Test",0
"3399",3399,0,0,0,0,2,3,1,0,1,0,39,"Train",1
"3400",3400,0,1,1,2,2,0,1,3,2,0,20,"Train",0
"3401",3401,0,0,0,9,0,4,2,2,3,0,126,"Train",1
"3402",3402,NA,0,0,5,1,0,1,0,3,0,61,"Test",1
"3403",3403,NA,0,0,3,1,1,1,0,2,0,51,"Test",0
"3404",3404,NA,0,0,8,1,4,1,0,3,0,49,"Test",1
"3405",3405,NA,0,0,5,1,1,1,1,3,0,61,"Test",1
"3406",3406,0,1,1,1,0,2,6,1,3,0,138,"Train",0
"3407",3407,NA,1,1,9,1,4,2,0,2,0,122,"Test",1
"3408",3408,0,0,0,7,1,3,4,0,2,1,111,"Train",1
"3409",3409,0,0,0,2,1,0,1,0,2,0,53,"Train",0
"3410",3410,NA,0,0,2,1,1,1,1,1,1,51,"Test",1
"3411",3411,0,1,1,3,0,2,2,0,2,2,105,"Train",0
"3412",3412,0,0,0,9,1,3,3,0,2,1,93,"Train",1
"3413",3413,0,1,1,6,1,4,1,0,1,0,62,"Train",1
"3414",3414,NA,1,1,3,2,0,3,1,1,0,100,"Test",1
"3415",3415,0,0,0,7,1,2,5,1,1,0,100,"Train",1
"3416",3416,NA,0,0,5,2,0,1,3,3,1,17,"Test",0
"3417",3417,0,1,0,0,1,3,5,2,1,1,122,"Train",0
"3418",3418,NA,0,0,6,1,2,1,0,2,2,58,"Test",0
"3419",3419,0,0,0,0,2,3,1,0,1,0,20,"Train",0
"3420",3420,0,0,0,4,1,2,6,0,1,1,169,"Train",1
"3421",3421,0,0,0,0,2,0,3,1,1,1,92,"Train",1
"3422",3422,0,0,0,9,1,3,2,2,1,0,90,"Train",1
"3423",3423,0,0,0,4,0,3,2,2,1,0,98,"Train",1
"3424",3424,NA,1,0,1,1,1,1,1,1,0,54,"Test",0
"3425",3425,0,1,1,0,2,0,5,2,2,2,159,"Train",1
"3426",3426,0,1,1,7,2,1,3,2,2,0,111,"Train",0
"3427",3427,0,0,0,3,2,3,3,1,1,0,118,"Train",1
"3428",3428,1,0,0,5,2,0,2,1,3,1,71,"Train",1
"3429",3429,0,0,0,6,1,1,1,0,1,0,60,"Train",0
"3430",3430,1,0,0,2,1,0,1,1,2,0,17,"Train",1
"3431",3431,0,0,0,2,1,1,3,2,1,1,68,"Train",1
"3432",3432,0,0,0,2,2,1,2,1,2,0,66,"Train",0
"3433",3433,0,1,1,3,0,3,1,1,1,1,19,"Train",1
"3434",3434,0,0,0,5,0,3,1,1,1,0,57,"Train",1
"3435",3435,0,0,0,3,2,1,3,1,3,2,91,"Train",0
"3436",3436,NA,0,0,4,0,2,1,2,2,0,52,"Test",1
"3437",3437,NA,0,0,3,0,4,3,0,1,0,112,"Test",0
"3438",3438,NA,1,0,5,3,3,3,2,1,0,133,"Test",1
"3439",3439,0,1,1,5,1,1,1,1,2,0,68,"Train",1
"3440",3440,0,0,0,5,1,2,2,1,1,2,86,"Train",0
"3441",3441,0,0,0,1,2,0,2,0,1,0,74,"Train",0
"3442",3442,0,0,0,4,0,4,2,3,3,0,64,"Train",1
"3443",3443,NA,0,0,3,1,1,1,1,2,2,74,"Test",1
"3444",3444,0,0,0,0,1,2,3,1,1,0,131,"Train",1
"3445",3445,0,0,0,7,2,1,1,2,1,0,54,"Train",1
"3446",3446,0,1,1,1,1,2,1,3,1,0,63,"Train",1
"3447",3447,0,0,0,0,2,1,2,1,2,1,106,"Train",1
"3448",3448,0,0,0,4,2,2,2,2,1,0,95,"Train",1
"3449",3449,1,1,1,4,2,1,1,3,1,1,47,"Train",1
"3450",3450,0,0,0,9,1,3,3,1,2,0,95,"Train",1
"3451",3451,0,0,0,1,1,2,1,0,1,1,53,"Train",1
"3452",3452,1,1,1,9,0,0,2,1,1,0,100,"Train",1
"3453",3453,0,1,0,2,0,1,2,3,3,0,119,"Train",0
"3454",3454,0,0,0,7,0,3,5,2,1,0,142,"Train",1
"3455",3455,NA,0,0,0,0,3,5,1,1,0,181,"Test",0
"3456",3456,0,0,0,3,1,2,2,2,3,0,116,"Train",1
"3457",3457,NA,0,0,5,2,4,1,1,1,1,51,"Test",1
"3458",3458,NA,0,0,0,1,4,2,1,1,0,81,"Test",1
"3459",3459,0,0,0,0,1,3,3,2,3,0,127,"Train",1
"3460",3460,0,0,0,9,0,4,1,0,2,2,50,"Train",1
"3461",3461,0,0,0,6,2,1,1,1,1,0,54,"Train",1
"3462",3462,0,0,0,7,2,1,5,2,3,0,169,"Train",0
"3463",3463,0,0,0,0,2,1,1,0,1,0,60,"Train",1
"3464",3464,0,0,0,4,2,0,1,0,2,0,37,"Train",1
"3465",3465,NA,0,0,2,1,2,5,2,2,0,154,"Test",1
"3466",3466,0,0,0,3,2,2,5,2,2,0,154,"Train",1
"3467",3467,0,0,0,0,2,4,2,1,1,0,55,"Train",1
"3468",3468,1,0,0,5,0,4,3,2,3,0,152,"Train",1
"3469",3469,0,0,0,4,0,4,1,1,1,0,17,"Train",1
"3470",3470,0,0,0,3,1,4,1,1,2,0,51,"Train",1
"3471",3471,NA,1,0,9,2,1,3,1,2,0,91,"Test",1
"3472",3472,0,1,1,9,1,2,2,0,2,1,117,"Train",1
"3473",3473,0,1,1,9,1,3,1,0,2,2,41,"Train",1
"3474",3474,0,0,0,9,0,0,1,0,1,0,19,"Train",0
"3475",3475,0,1,1,0,2,0,2,0,1,1,70,"Train",1
"3476",3476,0,0,0,4,1,2,3,2,1,0,84,"Train",1
"3477",3477,0,0,0,9,1,2,2,2,1,0,104,"Train",0
"3478",3478,0,0,0,4,0,4,2,3,1,1,76,"Train",1
"3479",3479,NA,0,0,6,1,3,3,3,2,0,99,"Test",1
"3480",3480,0,0,0,7,0,0,3,2,3,0,146,"Train",1
"3481",3481,0,1,1,4,1,2,1,0,2,1,57,"Train",1
"3482",3482,0,0,0,5,2,0,6,0,2,0,189,"Train",0
"3483",3483,NA,1,0,4,0,4,2,2,2,1,91,"Test",1
"3484",3484,0,0,0,0,1,0,1,0,1,0,41,"Train",0
"3485",3485,1,0,0,9,2,0,3,3,3,0,116,"Train",1
"3486",3486,1,0,0,5,0,4,5,2,3,0,127,"Train",0
"3487",3487,0,1,1,7,0,2,3,2,1,2,107,"Train",1
"3488",3488,NA,0,0,4,1,2,1,0,1,2,49,"Test",0
"3489",3489,0,0,0,4,0,4,3,0,1,1,92,"Train",0
"3490",3490,0,0,0,4,2,1,1,2,1,0,56,"Train",0
"3491",3491,0,0,0,0,0,4,4,2,1,0,141,"Train",1
"3492",3492,NA,0,0,2,1,2,3,0,2,0,98,"Test",1
"3493",3493,0,0,0,3,2,1,2,2,1,0,54,"Train",0
"3494",3494,1,1,1,5,0,4,4,0,1,1,150,"Train",1
"3495",3495,NA,1,1,8,2,1,4,2,1,0,121,"Test",1
"3496",3496,1,0,0,6,1,1,1,0,2,1,65,"Train",0
"3497",3497,0,0,0,9,1,4,2,1,2,1,68,"Train",1
"3498",3498,NA,0,0,2,1,2,3,2,1,0,109,"Test",1
"3499",3499,0,0,0,6,2,0,3,1,1,0,90,"Train",1
"3500",3500,0,0,0,1,1,3,4,1,1,0,126,"Train",1
"3501",3501,0,0,0,2,2,1,2,1,3,1,132,"Train",1
"3502",3502,NA,0,0,2,2,4,3,2,2,1,99,"Test",1
"3503",3503,0,0,0,0,0,3,2,2,2,0,66,"Train",1
"3504",3504,0,0,0,4,2,0,1,1,2,1,17,"Train",0
"3505",3505,0,1,0,4,1,2,3,1,2,0,135,"Train",1
"3506",3506,1,1,1,5,1,0,1,2,2,0,19,"Train",1
"3507",3507,0,0,0,7,1,4,2,1,2,0,119,"Train",1
"3508",3508,NA,0,0,4,2,0,5,2,2,0,137,"Test",1
"3509",3509,0,0,0,9,2,3,3,0,3,0,104,"Train",0
"3510",3510,0,0,0,5,0,1,3,1,2,0,72,"Train",1
"3511",3511,1,0,0,4,1,2,2,0,2,1,96,"Train",1
"3512",3512,NA,0,0,1,0,4,1,2,1,0,48,"Test",1
"3513",3513,1,1,1,0,2,0,2,0,2,1,102,"Train",1
"3514",3514,0,0,0,5,1,2,1,2,2,1,37,"Train",0
"3515",3515,0,1,0,6,0,1,5,1,1,0,127,"Train",1
"3516",3516,NA,0,0,3,2,2,3,2,1,1,122,"Test",0
"3517",3517,0,0,0,5,1,3,1,3,2,0,70,"Train",1
"3518",3518,0,1,0,9,2,0,2,1,1,1,78,"Train",1
"3519",3519,0,0,0,1,2,0,1,1,3,0,54,"Train",0
"3520",3520,NA,0,0,1,1,2,2,3,2,0,119,"Test",1
"3521",3521,0,0,0,6,3,3,1,0,2,2,40,"Train",1
"3522",3522,0,0,0,9,2,1,1,2,2,0,52,"Train",0
"3523",3523,0,0,0,5,0,3,2,1,1,1,69,"Train",1
"3524",3524,0,0,0,9,2,4,1,2,1,2,75,"Train",0
"3525",3525,0,0,0,5,1,1,2,2,1,0,53,"Train",1
"3526",3526,0,0,0,6,0,4,3,2,2,1,103,"Train",1
"3527",3527,0,0,0,7,0,2,1,2,2,1,56,"Train",1
"3528",3528,0,0,0,2,0,4,2,1,1,0,117,"Train",0
"3529",3529,NA,0,0,1,0,4,1,1,3,1,55,"Test",1
"3530",3530,0,1,1,4,0,3,1,1,1,2,54,"Train",0
"3531",3531,0,0,0,5,2,0,3,1,1,0,103,"Train",1
"3532",3532,NA,1,1,9,1,3,2,2,3,0,114,"Test",1
"3533",3533,0,0,0,1,1,3,1,1,2,1,69,"Train",1
"3534",3534,0,0,0,4,0,0,3,1,2,1,109,"Train",0
"3535",3535,NA,1,1,2,1,2,1,0,2,0,56,"Test",1
"3536",3536,0,0,0,8,2,0,1,1,1,0,49,"Train",0
"3537",3537,0,0,0,7,1,0,1,1,2,1,33,"Train",1
"3538",3538,1,0,0,4,1,1,4,1,2,1,104,"Train",1
"3539",3539,NA,0,0,9,1,3,1,0,1,0,56,"Test",1
"3540",3540,0,0,0,9,0,4,1,2,3,0,19,"Train",0
"3541",3541,0,1,1,3,0,0,2,1,2,0,98,"Train",1
"3542",3542,NA,0,0,3,0,4,2,1,1,1,95,"Test",1
"3543",3543,NA,0,0,1,0,2,1,2,1,2,59,"Test",0
"3544",3544,1,0,0,5,0,3,1,2,3,2,39,"Train",1
"3545",3545,0,0,0,1,1,1,1,3,1,1,49,"Train",0
"3546",3546,0,0,0,8,0,4,3,2,1,0,128,"Train",1
"3547",3547,0,0,0,4,0,0,1,0,2,0,19,"Train",0
"3548",3548,0,1,0,5,1,0,2,1,2,0,108,"Train",1
"3549",3549,NA,0,0,2,2,2,1,1,1,0,62,"Test",1
"3550",3550,0,0,0,9,2,0,1,2,3,1,54,"Train",1
"3551",3551,0,1,1,3,1,0,3,1,1,1,89,"Train",1
"3552",3552,1,0,0,0,1,3,5,1,1,0,190,"Train",1
"3553",3553,0,0,0,2,1,3,6,2,2,0,174,"Train",1
"3554",3554,0,0,0,1,0,0,1,0,2,0,50,"Train",0
"3555",3555,NA,0,0,2,1,1,3,1,1,0,118,"Test",0
"3556",3556,0,0,0,9,1,2,2,0,3,2,93,"Train",0
"3557",3557,0,0,0,2,2,1,3,1,3,0,116,"Train",1
"3558",3558,NA,1,1,4,2,0,2,0,2,0,90,"Test",1
"3559",3559,NA,0,0,3,1,1,2,2,2,1,83,"Test",1
"3560",3560,0,0,0,6,1,0,3,1,1,1,134,"Train",1
"3561",3561,0,1,0,5,0,1,3,3,2,1,136,"Train",1
"3562",3562,0,0,0,5,0,3,2,0,2,2,86,"Train",0
"3563",3563,NA,0,0,5,1,0,2,0,2,1,101,"Test",1
"3564",3564,1,0,0,0,1,2,2,1,2,0,95,"Train",0
"3565",3565,0,0,0,2,2,0,1,1,2,0,51,"Train",1
"3566",3566,0,0,0,7,0,4,2,1,1,2,103,"Train",1
"3567",3567,0,0,0,6,0,4,1,1,1,0,62,"Train",0
"3568",3568,0,1,1,0,2,0,1,2,1,0,45,"Train",1
"3569",3569,0,0,0,4,3,1,1,0,1,1,52,"Train",0
"3570",3570,1,0,0,2,1,1,3,2,1,1,97,"Train",1
"3571",3571,0,0,0,9,0,3,3,0,1,1,99,"Train",1
"3572",3572,0,0,0,0,2,0,1,1,1,0,52,"Train",1
"3573",3573,0,0,0,4,2,2,4,2,3,1,145,"Train",1
"3574",3574,1,1,1,7,1,1,1,1,3,2,39,"Train",1
"3575",3575,NA,0,0,2,0,2,2,0,2,1,87,"Test",1
"3576",3576,0,0,0,5,1,4,2,2,1,0,65,"Train",0
"3577",3577,0,0,0,0,0,4,1,1,1,0,46,"Train",1
"3578",3578,0,1,0,4,1,1,1,0,2,0,53,"Train",0
"3579",3579,NA,0,0,6,1,1,2,1,1,0,93,"Test",0
"3580",3580,0,0,0,5,2,0,2,1,1,0,100,"Train",1
"3581",3581,0,0,0,1,0,4,1,2,1,1,58,"Train",1
"3582",3582,0,0,0,4,0,1,1,2,1,0,40,"Train",1
"3583",3583,1,1,1,2,2,2,2,2,2,0,121,"Train",0
"3584",3584,0,0,0,2,2,0,2,1,1,1,67,"Train",1
"3585",3585,NA,0,0,3,3,3,3,2,1,0,116,"Test",1
"3586",3586,0,0,0,9,0,3,6,2,1,0,138,"Train",0
"3587",3587,0,1,1,4,0,4,3,2,2,0,88,"Train",1
"3588",3588,0,1,1,0,2,0,1,0,2,1,33,"Train",0
"3589",3589,NA,0,0,2,1,2,2,1,1,0,67,"Test",0
"3590",3590,0,0,0,5,2,4,1,1,1,0,65,"Train",1
"3591",3591,0,0,0,0,0,3,1,1,1,0,44,"Train",0
"3592",3592,0,0,0,6,0,3,3,1,2,2,130,"Train",1
"3593",3593,0,0,0,0,1,3,1,1,3,0,65,"Train",1
"3594",3594,0,0,0,9,0,4,3,1,2,0,100,"Train",1
"3595",3595,0,0,0,6,2,1,2,1,2,2,114,"Train",1
"3596",3596,NA,0,0,6,1,2,1,1,1,0,45,"Test",1
"3597",3597,0,0,0,5,1,1,3,0,1,0,127,"Train",1
"3598",3598,0,1,1,1,2,0,5,1,3,0,117,"Train",0
"3599",3599,NA,0,0,7,1,1,2,0,2,0,66,"Test",1
"3600",3600,1,0,0,8,1,0,3,0,1,0,139,"Train",0
"3601",3601,1,1,0,5,2,0,1,1,3,0,46,"Train",1
"3602",3602,1,0,0,4,0,2,1,2,2,1,57,"Train",0
"3603",3603,NA,0,0,7,2,0,3,1,1,0,159,"Test",1
"3604",3604,1,0,0,0,1,1,1,2,3,1,71,"Train",1
"3605",3605,0,0,0,6,0,4,2,1,2,1,117,"Train",0
"3606",3606,0,0,0,2,0,4,2,1,1,0,64,"Train",1
"3607",3607,0,0,0,5,2,4,2,1,1,0,77,"Train",1
"3608",3608,0,0,0,1,1,2,3,2,2,1,93,"Train",1
"3609",3609,NA,0,0,7,0,0,3,2,1,0,136,"Test",1
"3610",3610,0,0,0,9,1,1,3,3,1,0,90,"Train",0
"3611",3611,0,1,0,4,0,4,1,1,3,1,82,"Train",1
"3612",3612,NA,0,0,7,1,2,3,1,1,0,86,"Test",1
"3613",3613,NA,1,1,4,2,0,1,2,2,1,64,"Test",0
"3614",3614,0,0,0,0,1,0,3,2,2,0,74,"Train",0
"3615",3615,1,1,1,6,2,4,1,2,1,0,47,"Train",0
"3616",3616,0,0,0,4,2,0,2,0,2,1,72,"Train",0
"3617",3617,0,0,0,4,0,3,5,0,2,0,131,"Train",0
"3618",3618,NA,0,0,0,1,0,3,1,1,1,122,"Test",0
