discount,Home_policy_ind,m_living_status,m_ownership,df_prior_carrier,df_cov_package,df_cat_zone,quoted_amt,credit_score,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,driver_age,n_safty_rating,car_age,n_car,lon,lat,state_id,Agent_cd,num_date,county_name,n_gender,max_high_edu
1,1,1,0,1,2,4,4828,648,3,1,1,0,40,78,6,2,-80.1540226,26.3510294,0,95946188,17103.625,97,-3,1
0,0,0,0,0,2,3,3163,655,3,3,2,1,29,71,4,2,-80.1707662,26.381395,0,72035331,16553.625,97,1,0
0,0,2,0,0,1,2,6409,591,2,1,2,0,52,53,7,1,-72.9755829,40.966609,5,17444128,17435.625,88,-2,1
1,1,0,0,1,2,3,6012,595,5,1,2,1,30,59,6,3,-78.4758571,42.0786337,5,16356610,17411.625,6,-1,1
0,0,1,1,0,2,3,10153,544,2,1,2,2,46,86,4,3,-73.6006342,40.6260153,5,70496981,16714.625,104,-2,1
1,1,0,0,5,1,1,3464,719,4,0,1,1,30,60,5,2,-73.6359602,40.7793075,5,33105135,17031.625,104,0,1
0,0,1,0,5,1,3,3523,633,2,2,2,0,40,58,4,4,-73.7154215,40.6550108,5,33105135,17758.625,104,-2,1
0,0,1,1,5,0,1,1229,750,1,2,2,0,41,24,6,2,-74.2824862,40.6041777,6,72727367,17230.625,98,-1,0
0,0,0,1,9,1,3,1960,693,5,2,1,1,31,70,5,2,-84.2542195,30.4305062,0,80572927,16972.625,62,3,1
0,0,1,1,2,1,2,3723,627,3,0,1,0,43,80,6,4,-74.0035709,40.8197331,6,25989676,16746.625,93,1,1
0,0,1,0,4,1,2,3774,672,3,2,2,1,40,69,5,2,-82.5158778,27.9410535,0,84625500,17563.625,100,3,1
0,0,1,0,3,1,0,4658,679,1,2,1,0,38,72,5,2,-84.3259367,33.7980995,4,23337941,17774.625,73,1,0
0,0,2,0,2,1,0,2924,655,3,3,2,0,39,42,3,2,-74.0211989,40.9750092,6,55864316,16452.625,93,3,1
0,0,1,1,2,2,1,8331,580,1,2,1,1,51,83,7,3,-73.7536695,40.6679426,5,36479911,17107.625,29,1,1
0,0,1,1,5,1,2,7992,543,2,1,1,1,50,82,5,2,-80.0870155,26.8598894,0,75469182,16562.625,97,-2,1
0,0,1,0,9,0,1,1267,735,2,0,1,0,48,73,2,1,-85.098004,33.5718188,4,94898387,17704.625,64,0,1
0,0,0,0,7,3,4,1354,772,2,3,1,1,41,51,6,2,-73.9418603,40.7047738,5,13428584,16788.625,50,0,1
1,1,0,0,6,1,0,1631,758,1,2,2,1,18,81,7,2,-80.1596041,26.2286939,0,13469725,17090.625,12,1,0
0,0,2,0,0,1,1,3073,619,1,1,3,0,77,78,4,1,-80.0590804,26.4670801,0,90724904,17386.625,97,1,1
0,0,2,0,4,1,0,6347,507,3,0,2,0,49,66,7,1,-73.8457658,40.7245678,5,27708633,17314.625,29,1,1
0,0,1,0,2,2,1,15639,551,2,1,2,1,62,77,6,2,-89.4008958,43.0592056,2,25075672,16653.625,65,0,1
1,1,2,1,4,0,1,2270,580,2,1,2,0,51,71,4,3,-80.1261093,26.716863,0,98225184,16571.625,97,-2,1
0,0,0,0,4,2,4,4641,664,1,1,2,1,17,68,4,2,-82.7616822,28.0910357,0,20393952,16945.625,85,1,0
0,0,0,0,5,0,3,1777,807,3,2,2,0,31,69,6,3,-74.1885825,40.7989068,6,87257709,16718.625,55,1,0
0,0,2,0,5,2,3,4360,661,1,2,3,0,37,73,3,2,-74.5404694,40.5702869,6,58057079,17601.625,87,-1,1
0,0,1,0,4,0,0,1110,710,2,0,2,0,60,70,6,2,-80.0926014,26.2474478,0,22444431,17573.625,12,2,1
1,0,0,0,4,0,1,1929,731,3,0,1,0,34,76,7,1,-73.9624327,41.212212,5,91284376,17276.625,86,-1,1
0,0,1,0,5,1,4,5804,724,2,1,1,0,38,78,6,1,-87.8255014,42.7333428,2,81377955,17859.625,89,0,1
0,0,1,1,4,1,2,4588,693,3,1,1,2,36,69,6,2,-82.5780878,27.4399922,0,74849002,17158.625,2,1,1
0,0,0,1,8,0,0,1212,811,2,2,1,0,37,73,5,2,-82.5023464,28.0771075,0,37738931,17047.625,100,0,1
0,0,2,1,6,1,1,1862,784,1,2,2,1,64,5,4,2,-80.1316927,26.6530817,0,36021136,17692.625,97,-1,0
1,1,0,2,4,1,4,2188,649,2,1,2,0,29,72,7,2,-74.0828839,41.1091091,5,36170209,16952.625,86,0,0
0,0,2,1,1,1,1,5374,711,1,2,3,0,44,90,6,3,-73.8918897,40.6655101,5,13428584,17833.625,50,1,1
1,1,2,0,9,1,2,1163,755,2,0,1,2,58,80,4,2,-74.4203192,40.3823028,6,65626138,16773.625,110,0,0
0,0,2,0,3,0,1,1716,762,2,0,2,2,56,67,8,2,-93.0435224,45.0155505,7,41926877,17162.625,84,0,1
0,0,0,0,4,2,4,7388,536,2,1,2,1,29,80,6,2,-74.0887576,40.7008528,6,59592183,16944.625,58,-2,1
0,0,2,0,5,1,1,3332,668,1,2,2,0,55,36,6,2,-81.8770671,26.6235485,0,21576869,17636.625,41,-1,1
0,0,2,0,4,2,0,8243,535,2,2,2,0,58,52,3,1,-73.7330753,40.7612957,5,84466252,17077.625,29,0,1
0,0,2,0,8,2,4,1903,786,1,2,1,2,41,91,9,2,-81.1802619,28.5898683,0,13469725,16578.625,49,-1,1
0,0,2,0,9,2,3,5101,617,1,2,1,0,54,89,5,2,-89.1438051,44.3387864,2,25751425,16803.625,23,-1,0
1,1,0,0,4,1,0,5120,689,6,2,1,0,26,53,7,3,-88.5249409,44.0750354,2,86785068,17711.625,57,-2,1
0,0,0,0,2,1,4,2931,654,4,2,1,1,22,71,2,2,-75.0552739,39.7891108,6,28217391,16724.625,99,0,1
0,0,0,0,5,1,2,4269,679,3,0,1,1,27,57,4,1,-75.1487007,39.7912581,6,66250352,16521.625,24,-1,1
1,1,2,0,4,2,4,2967,625,3,1,3,0,37,68,4,4,-93.2734517,44.8365032,7,84304944,16894.625,44,-1,0
0,0,2,1,5,0,1,417,763,2,1,1,0,42,68,6,3,-74.2326058,40.7432865,6,87257709,17738.625,55,2,1
0,0,0,1,6,0,1,3369,579,5,1,1,0,26,63,4,2,-80.1596041,26.0181766,0,13469725,17346.625,12,-5,1
1,0,0,0,2,1,0,20513,581,4,0,3,1,25,70,6,2,-84.3857442,33.8363126,4,58006593,17791.625,19,0,1
0,0,0,1,9,2,4,3351,656,1,2,2,0,20,70,5,2,-74.0241367,40.8053731,6,19523007,17152.625,58,-1,0
0,0,0,0,7,0,1,6475,603,1,2,3,0,17,46,3,2,-73.8977693,40.8687887,5,33105135,16648.625,1,1,0
1,1,0,1,8,2,4,6122,526,2,2,3,2,26,66,7,2,-73.9095279,40.8803247,5,87631999,16455.625,1,0,0
0,0,1,1,7,2,4,25526,490,2,1,2,2,40,70,4,3,-89.4269287,43.1054334,2,64105746,16643.625,65,2,1
1,0,0,0,0,2,4,11451,495,4,2,2,1,28,61,5,2,-73.5535234,40.7179622,5,33105135,17497.625,104,-2,1
0,0,2,0,7,1,1,5016,669,1,2,2,0,58,90,4,2,-73.9418603,40.7047738,5,45682174,17871.625,50,1,1
0,0,2,0,3,1,0,17809,548,1,1,1,0,58,68,5,2,-84.2647522,33.7695269,4,43987212,16874.625,73,1,0
1,1,1,0,0,1,2,2298,680,2,1,3,0,48,72,4,2,-80.0814292,26.4569636,0,90724904,17861.625,97,0,0
1,0,1,0,5,2,4,3002,686,1,0,1,0,41,80,4,3,-77.6936948,43.168856,5,68837393,17051.625,26,1,1
0,0,1,0,2,2,4,11213,606,1,2,2,1,55,67,6,2,-73.8213213,40.7295546,5,68586884,17080.625,29,1,0
0,0,0,0,4,2,4,7502,558,3,1,2,0,23,57,4,2,-73.8713099,40.8723987,5,35538411,17581.625,1,-1,1
0,0,2,0,8,2,1,5559,652,3,0,2,0,49,70,5,2,-80.2711588,26.1544576,0,14243907,17237.625,12,-1,1
1,1,0,0,0,0,0,5509,625,4,3,1,1,27,68,5,2,-80.2235227,26.0195493,0,59515954,16897.625,12,0,1
0,0,2,0,5,2,1,5559,593,2,2,2,0,42,74,5,4,-73.8154394,41.0390683,5,48549300,17714.625,94,0,0
1,1,1,0,2,2,4,3807,689,2,1,1,0,34,76,5,3,-73.9154069,41.043563,5,48597571,16982.625,86,0,0
0,0,1,0,5,2,3,3571,623,1,1,2,0,56,84,4,2,-73.977126,40.6009233,5,27547828,17039.625,50,-1,1
0,0,1,0,4,1,2,3654,634,1,1,2,0,44,33,7,2,7.5623594,50.3143821,7,23689620,16845.625,54,-1,1
0,0,0,0,4,0,0,1440,782,4,2,2,1,27,75,4,2,-93.1855735,44.9790183,7,56409321,17111.625,84,-4,1
1,1,0,0,9,2,4,9284,527,1,0,1,0,17,61,6,2,-88.0020589,43.1088758,2,80780511,17350.625,53,-1,0
0,0,1,0,3,2,3,972,735,3,2,1,1,47,49,6,2,-80.3157397,25.7360194,0,30447369,17318.625,81,-1,0
0,0,2,0,5,0,0,1894,765,2,0,2,0,44,82,4,2,-75.064035,39.8783477,6,92780431,17009.625,99,0,1
0,0,1,0,1,1,2,1312,756,3,1,1,1,29,65,5,2,-82.5023464,28.0771075,0,13469725,16825.625,100,-1,1
0,0,1,1,7,2,3,8935,566,2,2,1,1,45,74,4,3,-77.6221091,43.1491054,5,57544250,17813.625,26,0,1
0,0,0,1,4,2,1,7531,617,2,1,2,0,51,69,7,2,-82.0161996,33.3701528,4,43987212,16814.625,69,2,0
0,0,0,0,7,2,4,8130,475,3,1,1,0,23,52,6,4,-81.5870604,30.3776024,0,81260225,16801.625,56,1,0
0,0,0,1,4,1,1,2147,649,6,3,1,0,29,66,4,3,-80.1819268,26.3003637,0,13469725,17536.625,12,-2,0
0,0,1,0,4,1,3,4003,693,1,0,1,1,50,79,6,2,-73.6359602,40.6608095,5,33105135,17736.625,104,-1,0
0,0,1,0,1,1,4,3217,559,1,0,1,2,52,91,4,2,-80.1763467,26.142147,0,22444431,16727.625,12,-1,1
1,1,1,1,1,2,1,6689,560,1,0,2,0,50,87,5,4,-82.5267009,27.8659233,0,89806587,17807.625,100,1,0
0,0,0,0,0,1,0,44682,485,2,2,2,0,32,86,5,2,-86.8972854,33.5061087,1,77662062,16938.625,45,-2,1
0,0,1,0,0,1,3,2061,589,2,0,1,1,59,92,4,2,-80.3324514,26.1059556,0,59515954,17728.625,12,0,1
0,0,2,2,0,2,4,5398,647,2,0,2,0,54,61,4,2,-93.0962099,44.9908014,7,67347021,16724.625,84,0,1
0,0,2,0,5,0,1,772,754,1,1,2,0,56,49,5,2,-74.1357407,41.062513,6,57243398,17248.625,93,1,0
1,1,2,0,0,2,4,4927,630,1,1,1,0,52,68,3,1,-73.7654367,42.6322463,5,22052562,17095.625,5,1,1
0,0,0,0,9,1,4,3590,666,2,0,2,1,34,80,6,1,-80.1177335,26.1351973,0,55351747,16850.625,12,2,0
1,1,1,0,0,1,1,6511,541,2,2,1,1,42,60,4,2,-81.4828198,28.5107872,0,91762319,17545.625,49,0,1
1,1,0,0,9,2,3,6825,588,2,1,3,0,30,54,4,4,-73.8713099,40.9413523,5,22064531,16884.625,94,0,0
1,0,2,0,4,1,0,3958,703,2,2,1,0,56,82,3,3,-73.8948295,40.6980708,5,36479911,16956.625,29,-2,1
0,0,2,0,4,0,1,547,850,1,0,2,2,48,48,5,2,-80.1037721,26.7619563,0,13469725,16773.625,97,1,1
0,0,2,0,2,0,4,3211,663,2,1,2,0,40,68,4,2,-73.9271644,40.8187386,5,23702218,16873.625,1,0,1
0,0,0,1,0,0,0,4712,616,2,2,1,1,26,52,4,2,-80.2934522,26.0272663,0,22444431,17108.625,12,0,1
0,0,2,1,3,2,4,6148,552,2,1,2,1,40,72,4,2,-73.49462,40.6599676,5,86979213,16999.625,104,-2,1
0,0,1,1,7,0,1,11799,555,1,1,3,1,48,53,7,2,-73.9506774,40.6788319,5,23711545,17150.625,50,1,0
0,0,2,0,1,1,1,3442,622,2,1,1,0,51,58,5,3,-81.614468,30.2018746,0,21805692,17561.625,56,-2,0
1,0,1,0,8,0,1,531,724,1,2,3,0,44,39,8,2,-73.195196,41.1865502,3,81956955,17893.625,107,-1,0
0,0,2,0,6,2,3,2637,642,2,2,1,0,55,86,5,3,-74.3792737,40.4462997,6,96830017,16527.625,110,2,1
1,0,1,0,5,1,1,3867,630,3,2,1,1,47,71,4,2,-73.9624327,40.6805029,5,45018254,16884.625,50,-3,1
0,0,0,1,0,2,4,4547,670,4,0,1,0,34,78,6,2,-93.3080409,44.9685475,7,84304944,17151.625,44,0,1
1,1,1,0,4,1,0,1327,732,3,1,1,0,33,71,2,3,-76.1261969,43.0347064,5,71347101,17663.625,13,-1,1
0,0,1,1,4,1,1,4105,683,2,2,1,0,54,70,6,4,-82.8398285,27.9233312,0,20393952,17225.625,85,0,1
0,0,1,0,1,1,2,2265,709,1,1,2,1,44,38,5,3,-80.0926014,26.6561841,0,51583805,17093.625,97,1,0
1,1,1,1,3,2,4,3258,659,1,1,1,1,44,79,5,3,-73.9697795,40.7519846,5,79542558,17020.625,78,1,1
0,0,0,0,2,2,3,5083,648,6,1,3,0,28,60,6,2,-73.8801301,40.95984,5,87341609,17090.625,94,-2,1
0,0,0,0,0,1,3,1881,736,4,3,2,0,30,68,5,2,-74.2326058,40.7680056,6,46475451,16446.625,55,2,1
0,0,0,0,4,2,3,4714,626,2,2,3,0,30,60,7,2,-74.0087126,40.7136487,5,25371043,17851.625,78,-2,1
0,0,2,0,0,1,2,9646,517,1,0,2,0,43,68,7,2,-87.9285777,43.0153807,2,13763026,16738.625,53,-1,0
0,0,2,0,2,0,1,8967,496,1,0,2,0,67,74,4,2,-89.5167298,43.0718858,2,47702303,17531.625,65,-1,0
1,0,0,1,8,1,2,3290,706,3,0,1,0,30,62,5,2,-72.9755829,40.966609,5,96013314,17424.625,88,1,0
0,0,0,1,2,0,3,4919,687,6,1,1,0,22,54,5,2,-73.9982756,40.6046106,5,30932324,16578.625,50,0,0
1,1,1,0,7,2,3,3657,717,1,1,1,0,59,73,6,2,-81.6802054,30.3893011,0,78372106,16998.625,56,-1,1
0,0,2,0,4,1,3,3018,601,2,3,2,2,44,66,4,3,-73.0700421,41.3427765,3,37957255,17718.625,35,0,1
1,1,2,0,7,0,1,2237,642,1,0,3,2,49,75,4,2,-80.2377078,25.84791,0,33263469,17602.625,81,-1,0
0,0,1,0,7,2,4,5692,681,1,1,2,1,69,83,7,2,-73.8477874,40.7506343,5,20421216,17882.625,29,1,1
0,0,1,0,7,1,1,3397,653,1,1,1,0,40,89,6,2,-73.9565551,40.6945036,5,80118495,16737.625,50,1,0
0,0,1,0,1,0,1,1440,777,1,0,1,1,77,66,3,2,-82.8398285,27.9233312,0,30530071,16767.625,85,1,1
0,0,2,1,9,2,0,7322,538,1,3,1,1,35,76,6,2,-78.7589558,42.9202891,5,82912559,16725.625,67,-1,0
0,0,0,0,6,0,0,976,741,3,0,1,0,22,77,4,3,-73.7889689,40.9492193,5,33105135,17597.625,94,3,1
0,0,2,1,8,0,1,3854,623,1,1,2,0,60,89,5,2,-82.472568,27.9386915,0,78939305,17803.625,100,1,0
0,0,0,0,9,1,0,19016,460,3,2,2,1,24,74,5,2,-88.1974148,43.015059,2,75688000,17147.625,91,-1,1
0,0,1,0,9,1,0,1238,782,3,2,2,0,34,69,6,2,-74.2149978,40.6517521,6,91975381,16530.625,98,-1,1
0,0,1,0,3,2,4,3733,671,2,1,2,0,64,88,6,2,-93.1629063,44.9330076,7,23720633,17344.625,84,2,1
1,0,2,0,5,1,1,5811,638,3,1,2,2,44,64,5,2,-73.8330844,40.9087956,5,53323320,16657.625,94,-3,0
1,1,1,0,3,0,2,3878,616,2,2,1,0,40,68,3,3,-82.6321376,27.7929237,0,34230332,17124.625,85,0,1
0,0,2,0,2,1,2,2094,771,2,0,2,0,41,74,4,2,-75.1165915,39.9556147,6,72727367,17117.625,99,0,1
1,1,0,1,5,1,0,1124,761,2,0,2,1,44,54,5,2,-73.9065883,40.6007956,5,99284448,17414.625,50,-2,1
0,0,1,0,7,1,2,5668,633,1,2,1,0,43,86,2,2,-82.5348172,27.9741076,0,89806587,17072.625,100,-1,0
0,0,2,1,2,1,1,3326,631,3,1,1,1,44,63,7,4,-73.9154069,40.8022594,5,12788355,16840.625,1,-1,1
0,0,0,0,9,2,3,6175,580,3,1,1,0,32,76,6,4,-80.2349196,25.7862401,0,62748310,16713.625,81,-1,1
1,1,0,0,7,2,1,23337,581,6,1,2,1,30,72,4,2,-85.4929785,32.5909562,1,24803436,17189.625,41,0,1
0,0,0,0,3,2,0,6354,564,4,1,3,0,32,60,6,4,-73.8448469,40.6736207,5,67191981,17881.625,29,-2,1
0,0,2,0,2,0,0,1285,697,1,2,1,1,59,79,5,2,-74.046169,40.859067,6,53860167,16799.625,93,-1,1
0,0,1,0,8,2,3,6958,491,2,2,1,2,43,80,8,2,-80.1763467,26.5861576,0,90267114,16587.625,97,0,1
1,1,1,2,2,0,1,1762,753,1,2,2,1,37,79,5,2,-74.1298684,40.830167,6,75178224,17028.625,109,-1,1
0,0,1,0,6,1,1,2604,619,1,0,2,0,59,63,4,1,-80.1372757,26.0517448,0,96550783,17691.625,12,-1,0
0,0,2,0,7,2,4,18471,576,1,2,1,0,67,94,5,2,-87.9148076,43.6383029,2,75551473,16909.625,28,1,1
0,0,1,0,6,0,1,1841,749,3,1,3,0,40,77,5,2,-82.3248889,29.6517176,0,20014712,16504.625,18,1,0
0,0,1,0,7,1,1,12565,565,1,0,3,0,43,64,4,2,-86.8069698,33.4702383,1,43546517,16899.625,45,-1,1
0,0,0,1,8,1,2,2669,595,2,3,2,2,36,68,6,2,-81.4388858,28.5775287,0,29240034,17444.625,49,-2,1
0,0,1,1,5,3,2,7430,549,1,3,1,1,45,94,6,2,-86.2818753,32.3864315,1,68461436,16514.625,40,1,0
0,0,2,0,4,0,0,1014,767,1,0,1,1,91,60,4,2,-74.1680347,39.937763,6,51901864,16597.625,80,1,1
0,0,2,0,9,2,4,8666,601,1,1,2,0,41,90,5,2,-86.8512078,33.5199899,1,77662062,16818.625,45,-1,0
0,0,1,0,0,2,4,7108,602,2,1,1,1,58,80,6,2,-77.6221091,43.1491054,5,97415734,17497.625,26,0,0
0,0,2,0,7,2,3,3738,623,2,1,1,1,62,82,4,3,-81.3426916,28.6553497,0,30062123,16678.625,15,0,1
1,1,1,0,6,1,0,2007,572,1,1,1,0,40,33,4,2,-83.6527972,32.8274424,4,63928939,17765.625,47,1,0
0,0,1,0,0,1,0,2376,663,1,0,1,1,38,77,6,2,-73.762495,40.6963978,5,33105135,16678.625,29,-1,0
1,1,2,0,4,2,4,4937,612,1,2,1,1,74,75,4,2,-74.0087126,40.7136487,5,33031227,16921.625,78,1,1
0,0,1,1,3,2,4,2910,657,2,3,1,0,53,86,6,2,-93.2409552,44.9669685,7,26925943,16705.625,44,0,1
1,1,2,0,5,0,1,1551,736,3,1,1,0,36,69,3,2,-73.5653021,41.0249257,3,69923276,17894.625,107,1,1
0,0,0,0,9,1,2,2226,599,4,2,3,0,22,74,4,2,-80.1484407,25.9823108,0,96550783,17622.625,12,0,0
1,1,1,0,5,1,2,2441,739,1,2,2,0,68,35,5,3,-73.8477874,40.7506343,5,20421216,16513.625,29,1,0
0,0,0,0,4,2,3,4132,624,3,2,1,1,30,54,5,2,-80.3101684,26.1512497,0,55351747,17527.625,12,-1,1
1,0,1,0,0,1,1,1226,726,3,2,2,1,45,65,5,2,-80.3992652,25.595058,0,30447369,17144.625,81,-1,0
1,0,2,1,2,0,0,628,764,1,0,3,0,54,35,5,3,-74.1416127,40.8811561,6,16845224,17889.625,109,1,0
0,0,0,0,2,1,1,1676,707,2,1,1,1,30,60,4,2,-74.2531465,40.6843079,6,72727367,16457.625,98,2,1
1,1,0,0,5,2,4,6237,526,6,1,2,2,24,70,6,2,-87.2922927,30.4056563,0,13561614,17512.625,79,-2,1
1,0,1,0,2,1,1,696,823,1,1,1,0,48,74,4,1,-74.2707509,40.6520982,6,50221007,17815.625,98,1,0
0,0,2,0,1,1,1,4626,697,1,1,2,2,46,86,5,4,-82.8398285,27.9233312,0,32780198,16746.625,85,1,1
0,0,0,0,5,2,4,29337,547,3,1,1,2,25,64,6,2,-84.4225186,33.7321902,4,16804559,16560.625,19,-1,1
0,0,1,0,2,0,1,3894,708,2,0,1,0,64,70,5,3,-73.9668408,42.6982438,5,47708969,16489.625,5,2,1
0,0,1,1,3,2,3,2327,674,1,2,3,1,48,81,6,2,-81.6418656,30.346791,0,14535055,17720.625,56,-1,1
1,1,2,1,3,1,2,2004,651,1,2,2,0,52,92,6,2,-72.6210303,41.7785885,3,52511002,17765.625,16,-1,0
1,1,1,1,9,1,1,31019,560,2,3,1,1,50,76,4,2,-88.3530747,44.2455449,2,40260292,16922.625,57,-2,1
1,0,1,0,0,1,2,4469,652,3,2,2,0,40,69,4,2,-84.3279093,33.828105,4,23549415,17379.625,73,-3,1
1,1,0,0,4,1,2,2548,656,3,1,2,0,29,55,4,2,-73.6683371,40.6383133,5,75588957,17631.625,104,3,0
0,0,1,2,7,2,4,4512,664,1,2,1,1,43,77,5,2,-73.8948295,40.6980708,5,33105135,17013.625,29,-1,1
0,0,0,0,4,1,1,8544,516,2,0,2,0,42,64,4,3,-73.6477342,40.692165,5,33958256,17177.625,104,-2,0
0,0,1,0,6,1,3,3312,675,1,0,2,2,49,86,7,2,-73.8713099,40.9905542,5,48549300,16458.625,94,1,0
0,0,1,1,2,0,0,3541,644,2,1,1,0,44,74,5,2,-73.9800645,40.6483744,5,99284448,16598.625,50,0,1
0,0,2,2,7,2,0,6540,491,2,3,1,0,52,44,6,2,-73.9565551,40.6945036,5,30932324,17034.625,50,2,1
1,0,0,1,1,1,2,1635,757,2,2,3,0,38,50,8,2,-80.3380213,25.5734243,0,30447369,17320.625,81,0,0
1,1,0,0,4,2,3,8781,610,1,1,1,0,17,72,6,2,-73.9374517,40.8140369,5,70100015,16682.625,78,-1,0
0,0,1,0,9,2,0,11211,495,2,1,2,0,40,84,6,2,-73.6447908,40.842212,5,33958256,17790.625,104,-2,1
0,0,0,0,1,1,0,4908,626,3,1,1,1,30,72,5,2,-73.8272029,40.87347,5,33105135,16932.625,1,1,1
1,1,2,0,4,2,4,2277,635,1,0,2,2,68,72,5,2,-82.723924,27.791959,0,13469725,17690.625,85,1,0
0,0,2,0,1,2,3,2808,644,1,2,2,1,58,90,5,3,-72.8101887,41.6530611,3,81956955,17880.625,16,1,1
0,0,0,1,9,0,1,5063,676,4,3,3,0,34,70,4,2,-73.859549,40.693029,5,13543800,17332.625,29,-2,1
0,0,0,0,4,2,0,2328,651,3,1,1,0,35,48,6,2,-74.6576091,40.9425947,6,29409097,16937.625,76,-1,1
0,0,2,1,2,2,2,8163,566,1,1,1,1,36,90,4,2,-84.3259367,33.7980995,4,23337941,17641.625,73,1,0
0,0,1,0,9,0,0,1744,759,1,1,3,0,37,45,6,2,-81.6363869,30.2949194,0,58906466,17777.625,56,1,0
0,0,0,0,4,2,2,6229,547,4,2,2,0,23,65,6,2,-82.7940297,27.8830677,0,23279212,16923.625,85,2,1
0,0,2,0,7,1,3,14810,535,1,2,1,0,52,80,6,2,-88.0460894,42.9688506,2,23011604,17135.625,53,-1,1
1,1,2,0,8,1,0,3441,649,1,1,2,1,62,56,5,2,-82.6321376,27.7929237,0,32780198,17521.625,85,1,1
1,1,1,1,1,1,0,3958,628,1,0,1,0,72,64,6,2,-73.1674128,41.1743166,3,94223462,16634.625,107,-1,0
0,0,1,0,7,3,3,3130,603,2,0,1,0,48,54,3,2,-80.1819268,26.0197012,0,13469725,16818.625,12,-2,1
0,0,1,0,0,2,4,6683,464,1,1,1,0,59,54,5,2,-73.6359602,40.6311473,5,23618291,17430.625,104,1,1
0,0,0,0,5,3,1,1517,748,1,2,3,0,18,41,6,2,-74.1592278,39.9741059,6,92298051,16660.625,80,1,0
1,1,0,0,4,2,0,3305,655,1,1,3,0,20,77,3,2,-93.2935778,44.9479791,7,20996516,16851.625,44,1,0
0,0,2,0,6,0,0,1662,752,2,2,1,0,48,80,6,2,-82.7023383,28.3031034,0,56278786,16973.625,103,-2,1
1,1,2,2,3,1,2,5422,638,1,1,3,0,63,59,5,2,-82.723924,28.0715767,0,72547142,17141.625,85,1,0
1,0,0,0,5,1,4,5232,649,2,1,2,1,37,70,8,1,-74.0358876,40.3610648,6,35570003,17020.625,4,2,1
0,0,0,0,0,0,0,1712,716,5,0,1,1,25,63,6,2,-82.7185282,28.0305402,0,47117694,17603.625,85,3,0
0,0,0,0,2,3,1,5839,722,5,0,1,1,25,65,7,1,-78.8637428,42.8801089,5,94074328,17837.625,67,-1,1
0,0,0,0,5,0,0,28294,670,2,3,2,1,29,84,4,2,-86.8094808,33.489895,1,43546517,16601.625,45,0,1
0,0,1,0,5,1,2,3945,643,1,3,2,0,65,45,5,2,-78.8241068,42.8954613,5,18744866,17886.625,67,-1,1
1,1,1,0,9,2,0,4572,623,1,2,2,0,61,77,6,2,-87.2922927,30.4056563,0,77012943,16580.625,79,-1,0
0,0,2,0,1,1,2,2332,609,1,1,1,0,43,86,6,2,-82.4129729,28.0634666,0,14310703,17344.625,100,-1,0
0,0,2,1,9,2,0,7923,547,3,2,3,0,43,68,7,2,-72.8456399,40.8093249,5,20144187,17352.625,88,1,1
0,0,1,0,7,1,2,1264,785,1,2,2,0,41,43,6,2,-76.4830579,42.4467049,5,98907420,17500.625,34,-1,0
1,0,0,0,3,2,3,4414,655,2,0,2,2,36,52,4,2,-74.2040745,40.6669059,6,89335051,17782.625,98,-2,1
0,0,2,0,5,2,2,3615,564,1,1,2,0,53,80,6,2,-80.1819268,26.0898957,0,48947678,16797.625,12,-1,0
0,0,0,1,7,1,1,4323,714,4,1,1,0,25,61,6,3,-73.7889689,40.9492193,5,74355463,17241.625,94,-2,1
0,0,1,0,8,1,0,3033,658,3,2,3,0,32,74,6,3,-93.3944439,45.1646841,7,41926877,17515.625,44,1,1
0,0,1,0,3,2,4,8887,544,2,1,1,0,37,60,6,2,-84.3259367,33.7980995,4,23337941,16677.625,73,0,1
1,1,0,1,0,1,1,2691,618,3,2,2,0,23,68,4,2,-81.444379,28.5141606,0,29240034,17688.625,49,1,0
0,0,1,0,0,2,4,2778,660,3,1,1,0,32,68,8,2,-73.0818468,40.7368396,5,45415404,16866.625,88,1,1
0,0,2,0,2,1,2,1168,776,2,0,1,1,57,92,6,2,-74.4408385,39.3685196,6,92863238,17681.625,22,2,0
1,0,1,0,4,1,4,1300,734,1,1,3,1,65,80,8,1,-75.0319086,39.8967563,6,43127717,16583.625,99,1,1
1,1,1,0,4,1,1,3239,571,1,1,2,0,51,96,5,3,-73.5535234,40.7179622,5,75588957,16452.625,104,1,1
0,0,2,1,9,1,1,6105,560,1,1,2,0,37,52,5,2,-81.6802054,30.3893011,0,78372106,16452.625,56,-1,1
0,0,2,0,1,0,1,3285,598,1,2,1,1,81,87,5,3,-72.2067681,41.7133607,3,85403843,17036.625,11,-1,1
0,0,2,1,6,2,0,6373,429,3,0,2,0,37,63,6,2,-80.2209773,26.2153627,0,22444431,17125.625,12,-3,1
0,0,2,0,7,0,3,6480,617,1,2,2,1,52,72,4,4,-73.977126,40.6009233,5,80118495,17326.625,50,1,0
1,0,0,1,0,2,4,12672,559,2,1,2,0,32,39,5,2,-88.372493,44.2837065,2,22947341,16856.625,46,2,0
1,0,1,1,1,1,2,4282,616,1,1,1,0,59,88,4,4,-73.0464309,40.8692939,5,76047805,16635.625,88,1,0
0,0,1,0,2,1,2,5672,646,2,2,3,0,39,60,6,4,-73.7448437,40.5850432,5,33105135,17852.625,104,-2,1
