index,Unnamed: 0,discount,Home_policy_ind,m_living_status,m_ownership,df_prior_carrier,df_cov_package,df_cat_zone,quoted_amt,credit_score,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,driver_age,n_safty_rating,car_age,n_car,lon,lat,state_id,Agent_cd,num_date,county_name,n_gender,max_high_edu
24536,24537,0,0,2,0,4,1,1,3325,630,2,1,3,1,51,80,6,2,-93.1640525,45.0122826,MN,41926877,1478098800,84,0,1
24574,24575,0,0,2,1,7,1,0,2765,635,2,3,2,1,46,62,4,2,-73.9109977,40.7633726,NY,27708633,1449068400,29,-2,1
25022,25023,0,0,1,0,7,0,1,1540,707,2,2,1,2,48,83,9,1,-75.040671,39.855156,NJ,95276379,1544626800,99,2,1
25194,25195,0,0,1,1,1,0,0,1542,702,1,1,2,0,47,87,6,2,-82.7023383,28.3031034,FL,77672298,1536591600,103,-1,1
25283,25284,1,0,2,0,0,1,2,1182,749,1,2,1,0,73,75,4,4,-93.2693572,44.9836543,MN,20996516,1457190000,44,-1,1
25344,25345,1,1,1,0,3,0,0,1398,750,1,0,1,0,55,85,6,2,-74.2678169,40.6640714,NJ,64643427,1446217200,98,1,1
25418,25419,1,1,0,1,2,1,2,5703,645,3,2,1,1,27,81,6,3,-74.0087126,40.7136487,NY,70100015,1473001200,78,-1,0
25610,25611,0,0,0,0,7,1,3,1699,760,1,1,1,1,18,67,8,2,-73.8918897,40.7594109,NY,78328194,1479999600,29,-1,0
25727,25728,1,1,1,0,8,0,1,3741,637,3,1,1,0,39,67,7,2,-73.6224729,40.7132609,NY,63287205,1468508400,104,1,1
25734,25735,0,0,2,1,2,2,1,7914,500,1,0,3,0,52,85,5,2,-73.9565551,40.6648278,NY,30932324,1423234800,50,1,0
25823,25824,1,0,1,0,0,2,3,2140,616,1,2,1,0,46,84,8,2,-73.9918181,40.7686973,NY,33105135,1440514800,78,1,1
26058,26059,0,0,2,0,8,1,2,2145,697,2,2,2,0,50,77,4,2,-81.3426916,28.6553497,FL,65940069,1448463600,15,2,1
26143,26144,0,0,1,0,3,1,0,1387,738,1,0,1,0,64,92,4,2,-93.3439291,44.9091984,MN,87412086,1457276400,44,1,1
26188,26189,0,0,2,0,8,0,0,2366,625,2,0,2,0,42,62,2,2,-80.2070328,25.7667897,FL,32209856,1447772400,81,0,1
26235,26236,0,0,2,0,7,1,1,3701,623,2,2,3,1,48,67,6,2,-73.7536695,40.6679426,NY,84706880,1436108400,29,0,1
26364,26365,1,1,0,0,9,2,0,31131,564,3,1,1,0,29,58,6,2,-84.4225186,33.7321902,GA,41405999,1498057200,19,-1,1
26393,26394,1,0,1,0,5,1,3,2943,657,3,1,1,0,47,77,5,2,-82.7886395,27.981827,FL,13469725,1516806000,85,1,1
26590,26591,0,0,1,1,5,0,2,1710,731,1,1,1,0,34,85,4,2,-74.955948,40.0223314,NJ,76250614,1486911600,39,-1,0
26707,26708,1,1,0,0,9,0,1,5075,578,2,2,1,1,44,54,5,2,-77.623931,43.1318593,NY,61703618,1470841200,26,2,1
26964,26965,0,0,0,2,8,0,0,614,738,2,2,2,1,40,70,5,2,-92.19,46.84,MN,79803467,1434207600,25,2,1
26977,26978,0,0,1,0,4,1,2,6900,594,2,2,2,0,56,82,7,2,-73.6918806,40.636775,NY,66259281,1473865200,104,2,1
27151,27152,0,0,0,0,5,1,0,2432,647,2,2,2,1,40,83,5,2,-80.1596041,26.2286939,FL,92637408,1466953200,12,2,1
27441,27442,0,0,0,0,6,0,2,2797,662,2,1,3,0,29,58,7,2,-81.3454417,28.5542151,FL,26916320,1423494000,49,0,1
27575,27576,1,0,0,0,7,2,1,33640,555,4,2,1,1,38,62,6,2,-87.9824758,43.1666739,WI,42197274,1523286000,53,-2,1
27698,27699,0,0,2,0,0,1,1,6416,523,2,1,1,0,54,62,5,2,-82.7886395,27.981827,FL,48516700,1535986800,85,0,1
27880,27881,0,0,2,0,0,0,1,2315,614,2,2,1,0,49,70,4,2,-80.1763467,26.1889227,FL,55351747,1475420400,12,0,1
27997,27998,0,0,2,0,9,1,2,1580,734,2,2,1,1,44,80,4,2,-74.2590148,40.749443,NJ,87257709,1475938800,55,0,1
28001,28002,0,0,1,0,6,2,4,10295,578,2,0,2,0,51,52,4,2,-86.7919009,33.4306545,AL,96624968,1431615600,45,0,1
28242,28243,0,0,1,0,2,0,1,2235,685,2,2,1,1,46,84,6,2,-74.7863698,40.2450268,NJ,60110677,1421247600,63,0,0
28288,28289,0,0,2,0,4,1,0,2073,661,1,0,2,0,50,79,4,3,-80.2153998,26.3494101,FL,27522179,1432738800,97,1,1
28299,28300,0,0,2,0,4,2,4,3702,633,3,2,2,0,36,70,7,2,-73.7889689,40.9492193,NY,68907621,1427295600,94,1,0
28313,28314,0,0,1,0,8,0,1,36066,545,1,2,2,0,52,49,6,2,-88.02,44.4799999,WI,30821916,1489503600,74,1,1
28881,28882,0,0,2,0,4,0,1,3183,619,1,1,1,0,43,57,4,3,-80.3045967,25.8641207,FL,59115770,1437490800,81,1,0
28924,28925,0,0,1,0,0,0,2,2021,624,1,2,1,0,76,73,6,2,-82.6753466,27.8185373,FL,47117694,1429110000,85,-1,1
29097,29098,0,0,2,1,4,0,3,5782,688,1,0,3,0,49,78,7,2,-73.2116584,41.1687117,CT,81656329,1437404400,107,1,1
29147,29148,1,1,1,0,7,0,0,4541,689,2,1,1,0,42,79,4,2,-73.859549,40.9199758,NY,34175014,1469890800,94,2,1
29197,29198,0,0,2,0,8,1,2,3765,696,2,0,2,1,41,74,4,2,-73.706594,40.7006866,NY,75588957,1517065200,104,2,1
29261,29262,0,0,1,1,4,1,1,2376,687,1,2,1,1,44,46,5,2,-74.0123851,41.0991263,NY,42835844,1460905200,86,1,1
29715,29716,0,0,0,0,0,1,0,2350,657,5,2,2,1,28,75,6,2,-73.9697795,40.7593941,NY,86295685,1479222000,78,-1,1
29844,29845,0,0,2,0,1,0,1,4077,707,1,2,1,1,69,78,3,2,-72.7629126,41.752238,CT,33015616,1462892400,16,1,1
29889,29890,1,1,0,0,0,0,3,927,735,3,1,2,0,31,71,5,2,-74.3646122,40.6254814,NJ,72727367,1422630000,98,1,1
30091,30092,0,0,1,0,2,1,0,4167,674,3,0,1,1,39,80,3,2,-79.2815333,42.1099323,NY,33105135,1475852400,36,-1,1
30211,30212,1,1,2,0,5,0,1,5709,611,1,1,3,0,55,86,2,2,-74.197388,40.7235275,NJ,51518418,1471359600,55,1,1
30280,30281,0,0,1,1,7,2,4,6394,539,2,0,1,1,48,86,6,2,-80.2934522,26.0272663,FL,51210580,1494082800,12,-2,1
30405,30406,0,0,1,1,3,2,4,34172,540,2,1,2,1,56,81,6,2,-84.3804888,33.7971137,GA,82851084,1429196400,19,2,1
30590,30591,0,0,1,1,4,1,2,7451,478,1,1,1,1,53,71,7,2,-73.1231585,40.8169046,NY,32919062,1501599600,88,1,1
30903,30904,1,1,2,0,2,2,4,5783,611,3,3,2,0,37,58,7,3,-73.3531852,40.7181416,NY,95505089,1464966000,88,3,1
30958,30959,1,1,2,0,2,0,0,1987,775,1,2,1,2,42,78,5,2,-73.9918181,40.7686973,NY,79542558,1427641200,78,-1,1
30969,30970,0,0,1,1,4,1,1,5157,629,2,1,3,0,54,60,5,2,-74.0887576,40.7008528,NJ,14142946,1514905200,58,2,0
31005,31006,0,0,2,0,9,1,2,4288,622,1,2,2,0,56,80,7,2,-74.0593872,40.9877985,NJ,76330645,1425654000,93,1,1
31099,31100,0,0,1,0,0,0,1,4300,646,1,3,3,0,62,75,6,3,-73.9569225,40.7449081,NY,34715556,1433516400,29,1,1
31243,31244,0,0,2,0,2,0,1,1695,786,1,1,1,0,59,55,7,2,-74.2120629,40.8811718,NJ,77414412,1437404400,109,-1,1
31354,31355,1,1,0,0,5,0,4,1622,702,2,0,1,1,28,75,4,3,-74.5873348,40.3379035,NJ,72727367,1453561200,110,0,1
31363,31364,0,0,1,1,6,1,1,4985,557,2,1,1,1,36,60,5,2,-82.6321376,27.7346248,FL,70032985,1489590000,85,0,1
31391,31392,0,0,1,1,4,2,1,24361,512,1,2,1,1,52,95,5,2,-81.97,33.47,GA,56595001,1474124400,43,1,1
31466,31467,0,0,1,1,1,2,4,3794,672,1,2,3,0,47,54,5,2,-82.7428057,28.0056225,FL,13181819,1430578800,85,1,1
31496,31497,0,0,2,0,6,0,0,1551,724,2,2,1,0,43,72,4,2,-80.1372757,26.0517448,FL,22444431,1484751600,12,0,1
31619,31620,0,0,1,1,7,0,0,1057,758,2,1,2,2,42,64,6,2,-74.1269322,41.0145518,NJ,41514566,1438527600,93,0,1
31780,31781,0,0,1,0,7,2,4,2917,588,2,2,2,0,46,80,6,2,-73.7977928,40.592658,NY,67191981,1465052400,29,2,1
31868,31869,0,0,0,0,2,1,1,16395,599,3,1,2,0,36,71,4,2,-84.377861,33.7440941,GA,16804559,1430406000,19,1,1
32020,32021,0,0,2,0,0,1,3,1790,775,2,1,2,0,42,72,3,2,-80.3352364,25.8925211,FL,68730694,1424703600,81,-2,1
32079,32080,0,0,1,0,2,1,1,3127,573,1,2,1,0,47,71,4,4,-73.8095574,40.7031635,NY,27708633,1435503600,29,-1,0
32092,32093,0,0,2,0,5,1,0,12904,593,1,0,3,0,56,43,6,2,-73.9498789,40.7693198,NY,46035563,1463756400,78,1,0
32181,32182,1,0,1,0,4,1,1,436,730,2,1,1,0,35,73,7,3,-75.0698754,39.8388611,NJ,92780431,1440342000,99,-2,1
32311,32312,0,0,2,1,8,2,3,8139,534,3,0,2,0,40,70,5,3,-88.0020589,43.1088758,WI,23011604,1481122800,53,1,1
32476,32477,0,0,1,0,1,1,0,5466,622,3,0,2,1,41,72,6,2,-73.6227136,40.8155959,NY,32759856,1543244400,104,1,1
32487,32488,0,0,1,0,4,1,3,2055,645,2,2,2,1,58,72,6,2,-74.0094471,40.6772802,NY,79871525,1537628400,50,0,1
32939,32940,0,0,2,1,9,2,4,6175,474,2,0,1,1,42,72,3,2,-73.8477874,40.8690303,NY,35538411,1447599600,1,-2,1
33065,33066,0,0,2,0,5,0,1,451,793,2,0,1,0,50,71,2,2,-74.197388,40.7383636,NJ,87257709,1541689200,55,0,1
33195,33196,0,0,1,0,9,0,0,1222,803,1,2,1,0,33,83,3,2,-73.6477342,40.692165,NY,75588957,1477494000,104,1,1
33227,33228,1,0,1,0,1,0,2,3221,671,1,1,2,0,50,69,5,1,-80.1819268,26.0197012,FL,96550783,1441465200,12,-1,1
33445,33446,0,0,2,0,0,0,1,875,792,1,2,3,0,36,58,5,2,-74.1181234,40.9370006,NJ,81250154,1518274800,93,-1,1
33619,33620,0,0,2,1,0,0,1,5269,614,2,3,2,0,48,57,5,2,-82.7077354,27.8435655,FL,32780198,1448722800,85,-2,1
33950,33951,0,0,1,0,7,2,3,6947,566,1,3,3,0,37,84,2,2,-82.7428057,28.0056225,FL,72547142,1540738800,85,-1,1
34008,34009,1,1,1,0,5,0,1,1237,783,2,1,2,0,62,62,7,1,-72.7038047,41.743111,CT,65647594,1527778800,16,2,1
34153,34154,0,0,1,0,4,1,0,5848,640,2,1,3,0,54,73,4,2,-80.360297,25.7858514,FL,24794622,1440860400,81,2,1
34186,34187,1,1,2,0,2,1,4,1117,799,2,1,2,0,47,59,4,2,-74.4261821,40.502468,NJ,61987933,1479567600,110,2,1
34225,34226,0,0,0,0,8,1,2,2538,647,2,0,2,0,27,82,6,3,-80.1819268,25.8909628,FL,84927929,1425135600,81,-2,0
34241,34242,0,0,0,0,2,1,2,3039,698,2,0,2,0,33,71,6,2,-73.9947563,41.0229118,NJ,63570788,1446303600,93,2,1
34253,34254,0,0,1,2,5,1,4,4793,571,2,1,1,2,50,73,4,2,-74.9968543,39.9524427,NJ,69068716,1470322800,39,0,0
34268,34269,0,0,1,0,0,1,1,4689,680,2,3,1,0,46,82,3,2,-73.8477874,40.9675084,NY,60150704,1480604400,94,0,0
34277,34278,0,0,1,0,0,1,2,1987,807,1,0,2,0,44,94,4,2,-73.9976946,40.8485005,NJ,72727367,1430665200,93,-1,0
34286,34287,0,0,0,0,6,1,3,3237,661,2,2,1,2,36,67,5,2,-82.4590282,28.0165404,FL,37738931,1421938800,100,0,1
34459,34460,0,0,1,0,4,1,2,3205,623,3,1,3,0,35,74,5,2,-73.49462,40.6599676,NY,70496981,1471705200,104,-1,0
34661,34662,0,0,2,2,0,1,3,5190,645,2,2,1,0,39,78,2,2,-73.1792125,41.1858661,CT,48368140,1434466800,107,0,1
34947,34948,0,0,0,1,7,0,0,1294,728,2,1,1,0,48,51,4,2,-93.2616717,44.9605503,MN,62506858,1438873200,44,0,1
34999,35000,0,0,1,1,5,0,1,1081,726,1,0,1,2,52,51,6,2,-75.0932352,39.8670843,NJ,88063617,1422975600,99,-1,0
35202,35203,0,0,2,0,2,1,1,4764,652,2,0,1,1,42,82,4,2,-74.2040745,40.6669059,NJ,90316138,1469718000,98,0,1
35260,35261,1,1,2,0,2,1,0,10951,542,3,1,1,0,46,73,6,2,-77.6936948,43.168856,NY,33197823,1461078000,26,-3,1
35323,35324,0,0,1,1,5,2,4,11818,563,2,2,2,0,54,84,4,2,-74.1386767,40.6311567,NY,37485080,1420729200,69,-2,1
35374,35375,0,0,1,1,3,2,4,6553,537,2,1,1,1,48,78,6,2,-87.8304145,42.564798,WI,55349456,1421679600,102,2,0
35417,35418,0,0,2,0,9,1,3,1877,787,2,1,2,0,58,74,6,2,-74.197388,40.4359539,NJ,31741634,1430578800,4,0,0
35608,35609,0,0,2,1,5,1,1,3730,660,2,2,2,1,45,76,5,2,-75.0932352,39.8821763,NJ,43127717,1475161200,99,-2,1
35633,35634,0,0,1,0,7,2,4,2465,704,2,3,3,0,42,74,7,2,-82.3289111,29.6422516,FL,57781485,1540393200,18,2,1
35637,35638,1,0,2,0,7,2,0,24597,502,1,0,2,0,64,81,6,3,-83.3742647,33.9517842,GA,66720007,1540998000,75,-1,1
35675,35676,0,0,0,0,1,2,3,14079,584,3,0,1,0,36,61,1,1,-84.3804888,33.7971137,GA,94252958,1461337200,19,1,0
35758,35759,0,0,1,0,3,1,1,1420,786,1,2,1,1,60,76,5,3,-73.7860276,40.6997834,NY,68586884,1544886000,29,1,0
36053,36054,0,0,2,0,4,0,0,1750,744,1,2,2,0,56,70,5,1,-73.7213063,40.7349144,NY,27708633,1444662000,29,-1,0
36630,36631,0,0,2,1,4,1,1,5478,638,1,1,2,1,45,80,5,2,-73.9447994,40.6285158,NY,13428584,1445871600,50,-1,0
36669,36670,0,0,1,0,0,1,0,4240,705,1,1,1,0,43,84,5,1,-78.8920444,42.9165666,NY,45837420,1454943600,67,1,1
36720,36721,0,0,1,1,5,2,4,559,775,1,2,3,2,43,71,6,2,-74.1298684,40.9583569,NJ,73426082,1472828400,93,-1,0
36915,36916,1,1,1,0,4,2,2,8319,550,1,1,1,2,47,85,3,2,-73.9976946,41.2025267,NY,36170209,1514905200,86,1,0
37097,37098,0,0,0,0,5,2,2,16773,529,1,1,2,0,19,37,4,2,-89.4245627,43.0690343,WI,47702303,1509548400,65,1,0
37118,37119,0,0,1,1,4,2,2,3532,656,1,0,2,0,48,74,6,2,-82.7940297,27.8131235,FL,20393952,1420729200,85,1,0
37312,37313,0,0,0,0,2,1,0,1133,778,1,3,1,0,27,82,6,2,-74.1650991,40.7758541,NJ,48773651,1421938800,55,1,0
37503,37504,1,1,0,0,2,1,2,1171,707,4,1,1,2,28,63,4,4,-77.6120835,43.153975,NY,97415734,1475938800,26,4,1
37534,37535,0,0,1,0,0,0,1,1669,729,1,2,3,0,31,64,4,2,-80.2377078,25.7307897,FL,40473881,1424617200,81,1,1
37670,37671,1,0,2,0,4,1,2,940,809,2,2,2,0,54,69,6,1,-80.360297,25.7038331,FL,37520067,1433862000,81,2,1
38091,38092,0,0,2,0,5,0,0,2738,631,1,2,1,1,52,83,4,2,-74.1298684,40.9583569,NJ,20229240,1496156400,93,1,1
38160,38161,1,1,0,0,4,0,3,1226,730,3,1,2,0,25,58,8,2,-74.0916944,40.8519315,NJ,20229240,1473087600,93,-1,1
38180,38181,1,1,1,1,4,2,4,4990,678,1,1,1,0,44,62,5,3,-73.1025036,40.7325535,NY,50570748,1514041200,88,-1,1
38247,38248,0,0,1,0,7,2,4,2051,610,1,2,1,1,43,43,3,2,-73.9800645,40.7275043,NY,26036567,1437750000,78,1,0
38446,38447,0,0,1,1,3,1,2,663,777,1,0,3,1,75,73,6,2,-93.1640525,45.0122826,MN,22610413,1478185200,84,1,0
38449,38450,1,1,2,2,3,2,3,4671,615,1,0,1,1,42,71,5,2,-87.997164,42.9388315,WI,52587537,1449414000,53,-1,1
38484,38485,0,0,2,1,0,0,0,4696,628,2,1,1,0,40,70,5,3,-73.7330753,40.8007661,NY,33958256,1486134000,104,0,1
38593,38594,0,0,2,0,7,1,2,6980,522,1,1,3,2,49,78,4,3,-73.7889689,42.6356581,NY,90177904,1498575600,5,-1,1
38627,38628,0,0,1,0,4,1,2,2346,652,1,1,1,1,50,84,4,2,-93.0962099,44.9908014,MN,23720633,1421506800,84,1,1
38786,38787,1,1,0,1,3,0,0,3025,606,2,1,1,0,30,74,3,2,-73.8213213,40.9071072,NY,22064531,1458745200,94,0,1
38894,38895,0,0,1,0,4,0,0,3655,579,2,1,1,0,56,68,2,2,-76.1473156,43.0481645,NY,38575335,1456585200,13,0,1
39205,39206,0,0,2,0,5,2,2,4349,669,1,1,3,0,63,82,4,2,-74.0447003,41.03737,NJ,25989676,1427382000,93,-1,1
39221,39222,1,1,0,1,2,0,0,3984,625,2,1,2,0,40,48,2,2,-73.9525825,40.8032131,NY,98444667,1460905200,78,2,0
39228,39229,0,0,1,1,2,0,3,1351,776,1,1,1,1,40,73,5,3,-74.955948,39.8817088,NJ,68837110,1546009200,99,1,0
39240,39241,0,0,2,1,3,1,0,2757,641,2,1,3,0,50,56,4,2,-75.0319086,39.9671069,NJ,83198824,1465657200,99,0,1
39281,39282,0,0,1,0,9,0,0,2500,582,1,0,2,0,58,48,4,1,-73.8330844,40.6966538,NY,67191981,1455462000,29,1,1
39358,39359,1,1,0,1,5,0,2,4189,626,3,0,3,0,35,67,3,2,-73.9447994,40.5988077,NY,23711545,1446822000,50,-1,0
39590,39591,0,0,1,0,9,2,2,2888,708,1,2,2,2,40,74,7,2,-73.9565551,40.6945036,NY,79871525,1431270000,50,-1,0
39745,39746,1,0,2,1,3,1,2,3808,621,1,1,1,1,38,42,4,2,-84.377861,33.7440941,GA,94252958,1460991600,19,-1,0
39751,39752,1,0,2,0,5,1,1,3109,609,1,1,1,1,48,82,5,3,-93.2409552,44.9669685,MN,21831603,1423926000,44,1,1
39889,39890,0,0,1,1,3,0,2,911,767,1,1,2,0,53,90,7,3,-74.3792737,40.8822334,NJ,23713663,1539702000,14,1,1
40306,40307,0,0,0,1,9,2,1,10521,481,2,0,1,1,36,78,7,3,-72.9047136,41.3469288,CT,75006485,1508770800,35,2,1
40469,40470,0,0,0,0,2,0,1,5961,673,2,2,3,0,38,78,6,2,-74.1122506,40.0876046,NJ,72727367,1440255600,80,2,1
40640,40641,1,0,1,1,2,0,0,999,760,1,2,2,0,49,60,6,3,-74.7775938,40.1163333,NJ,61366825,1518102000,39,-1,1
41179,41180,1,0,2,1,0,3,1,6069,571,2,0,3,0,50,82,6,2,-74.1298684,40.5729336,NY,83826679,1493391600,69,2,1
41358,41359,1,1,0,0,7,0,0,3151,647,6,0,3,0,27,60,5,3,-73.9888797,40.948271,NJ,63570788,1483023600,93,-4,1
41420,41421,1,1,1,0,0,2,0,8923,492,2,1,2,0,42,80,8,2,-74.0021019,40.7071498,NY,14091908,1458054000,78,2,1
41503,41504,0,0,2,0,6,0,1,1589,745,2,3,3,0,56,84,6,2,-87.2170395,30.4580512,FL,31099855,1540652400,79,0,1
41606,41607,1,1,2,0,7,1,1,3541,611,2,2,1,0,54,62,4,2,-73.9653715,40.8562383,NJ,98501067,1455289200,93,-2,0
41886,41887,0,0,2,1,1,0,1,1421,756,2,1,3,0,46,44,5,3,-82.3126294,27.956046,FL,84625500,1476716400,100,0,1
41908,41909,0,0,2,0,1,2,4,16300,491,2,3,2,0,38,89,8,2,-87.8697056,42.9754355,WI,42197274,1506438000,53,-2,1
41916,41917,0,0,1,0,0,1,2,6638,521,1,0,2,1,93,74,5,2,-73.7110078,40.7568752,NY,44747958,1499698800,29,1,1
42047,42048,0,0,1,0,1,1,1,2011,615,1,1,1,1,28,97,5,4,-80.1596041,25.7138002,FL,16509296,1452524400,81,1,0
42066,42067,0,0,1,0,1,0,2,2225,633,2,2,2,0,48,72,4,2,-82.5889012,27.4872771,FL,79584019,1433689200,2,-2,1
42094,42095,0,0,1,0,8,0,0,2586,674,1,0,1,1,66,61,5,2,-80.0926014,26.3058811,FL,59230335,1447599600,12,-1,1
42109,42110,0,0,1,0,5,0,0,5326,671,1,0,1,0,44,66,5,2,-73.6683371,40.672917,NY,33958256,1478530800,104,-1,0
42251,42252,0,0,1,0,9,2,3,3799,663,1,1,2,1,56,73,4,2,-87.8647961,42.9121206,WI,52587537,1439478000,53,-1,1
42267,42268,1,1,0,0,7,0,1,782,790,2,3,2,0,32,69,4,2,-74.2149978,40.6517521,NJ,41919201,1464620400,98,0,0
42543,42544,1,0,0,0,7,2,4,7026,565,2,1,1,1,39,72,4,2,-78.7323802,42.9733855,NY,27848210,1461855600,67,0,1
42690,42691,1,1,1,0,2,2,4,6036,577,2,0,3,0,54,72,6,2,-73.9212858,40.7043156,NY,33105135,1434985200,50,0,1
42928,42929,0,0,1,0,6,1,2,3890,681,2,2,3,0,42,42,5,2,-81.614468,30.2018746,FL,68447890,1492354800,56,2,0
43184,43185,1,1,1,1,2,1,2,1683,733,2,1,2,0,44,76,4,2,-73.1231585,40.8169046,NY,95505089,1431961200,88,0,1
43321,43322,0,0,1,0,0,0,0,1017,714,1,1,2,1,44,85,6,2,-77.6221091,43.1491054,NY,14414653,1507820400,26,-1,0
43501,43502,0,0,2,0,4,1,1,2561,613,1,1,3,0,82,54,4,2,-73.8477874,40.8690303,NY,52392414,1520953200,1,-1,0
43656,43657,0,0,1,1,7,1,0,3721,608,2,2,1,2,60,82,6,3,-72.8456399,40.8093249,NY,50570748,1446822000,88,0,1
43659,43660,0,0,1,0,7,1,1,7244,563,1,2,1,1,51,62,4,2,-73.7419017,41.0112762,NY,22064531,1446390000,94,1,1
43788,43789,0,0,2,0,5,1,2,2097,626,2,1,3,0,56,67,6,2,-81.6418656,30.346791,FL,50125954,1454079600,56,0,1
43840,43841,0,0,0,0,0,1,1,3580,720,2,1,1,1,38,78,4,2,-74.0828839,41.1091091,NY,48597571,1462978800,86,-2,1
43896,43897,0,0,0,1,5,1,0,4204,695,1,1,2,0,18,81,4,4,-87.2922927,30.4056563,FL,68704901,1467212400,79,1,0
43904,43905,0,0,1,0,6,1,3,1552,716,1,0,1,0,39,72,5,2,-73.4386466,41.0676906,CT,77602110,1433170800,107,1,1
43999,44000,0,0,0,1,4,1,0,3460,641,4,3,1,0,27,56,4,2,-73.8448469,40.6736207,NY,34672474,1511794800,29,-2,0
44156,44157,0,0,1,0,4,0,2,1510,710,2,1,2,0,52,74,5,2,-74.4379073,40.4494047,NJ,15910446,1450882800,110,0,1
44248,44249,0,0,2,0,5,2,0,10327,435,1,2,3,1,40,55,5,3,-73.8213213,40.7493096,NY,36479911,1452265200,29,1,1
44374,44375,1,1,2,0,3,0,1,3799,699,2,2,1,0,54,82,4,3,-75.1253492,39.8888931,NJ,88063617,1431702000,99,0,1
44613,44614,0,0,0,0,2,1,1,1427,720,3,2,3,1,27,70,5,2,-74.7483371,40.222434,NJ,65390982,1464879600,63,1,1
44619,44620,0,0,1,0,5,0,0,1965,811,2,1,2,0,52,53,5,4,-74.0828839,39.9483893,NJ,76579262,1424617200,80,0,1
44640,44641,1,1,0,1,4,1,1,2271,568,2,2,1,2,32,61,6,2,-73.8977693,40.9180569,NY,37080761,1476284400,94,0,1
44840,44841,0,0,2,1,4,1,1,3118,605,1,1,1,1,47,89,5,2,-80.1261093,25.8871575,FL,47310293,1481468400,81,-1,1
44951,44952,1,0,2,1,0,1,0,2641,612,1,1,3,0,69,80,6,2,-80.3352364,25.8925211,FL,13469725,1517756400,81,1,0
44972,44973,0,0,0,1,6,0,2,1710,750,3,2,1,1,39,66,6,3,-82.5158778,27.9410535,FL,37738931,1450364400,100,1,1
45140,45141,0,0,2,1,4,1,2,3541,668,2,3,1,0,42,82,5,2,-73.9521468,40.7766412,NY,33105135,1459522800,78,2,1
45153,45154,1,1,0,1,5,1,0,2227,544,2,1,1,1,32,72,5,2,-73.8213213,40.7295546,NY,33105135,1426690800,29,0,1
45208,45209,1,1,1,2,5,1,3,3982,583,2,1,2,0,50,78,4,2,-74.0329499,40.6212119,NY,45682174,1542207600,50,0,1
45240,45241,0,0,0,0,4,1,2,11996,567,1,1,2,0,17,65,5,4,-73.7536695,40.6679426,NY,34672474,1532530800,29,1,0
45267,45268,0,0,1,1,5,1,1,3300,672,1,1,3,0,50,89,4,3,-76.0072749,43.0747792,NY,38271061,1504450800,13,-1,1
45347,45348,0,0,2,0,2,2,4,14122,511,1,0,1,2,75,83,5,1,-73.8124984,40.6764003,NY,33105135,1508079600,29,1,0
45820,45821,0,0,0,0,5,2,4,6973,588,2,0,1,0,32,76,2,2,-73.8330844,40.9383349,NY,48549300,1429023600,94,0,0
45997,45998,1,1,1,0,5,1,4,6341,514,1,2,1,0,72,88,6,2,-88.0167406,44.4812116,WI,30911790,1466002800,74,1,1
46057,46058,0,0,1,2,5,0,1,2535,637,1,1,3,0,41,83,4,2,-73.706594,40.7006866,NY,75588957,1441638000,104,-1,1
46123,46124,0,0,1,0,2,0,0,1642,779,1,1,1,0,53,76,3,2,-75.0903154,39.9546859,NJ,72727367,1490713200,99,-1,1
46268,46269,1,1,1,0,2,1,2,2277,584,1,0,1,0,30,50,6,2,-93.3364004,45.0167268,MN,28009950,1526569200,44,1,1
46270,46271,1,1,1,0,2,1,1,13847,555,1,2,2,0,68,84,6,2,-86.8671989,33.5053544,AL,89956217,1438095600,45,1,1
46375,46376,0,0,1,0,4,0,0,563,789,2,1,3,0,54,71,4,2,-74.4818698,39.3386704,NJ,56620081,1461682800,22,0,1
46541,46542,1,0,0,0,5,2,4,1746,759,3,1,1,0,32,61,6,4,-87.2170395,30.4580512,FL,18175888,1483714800,79,1,1
46588,46589,0,0,0,0,0,0,1,2016,695,2,3,3,0,36,67,5,2,-74.0270745,40.773694,NJ,72727367,1444748400,58,0,1
46609,46610,0,0,1,1,7,0,0,1547,740,1,1,1,0,53,92,4,3,-93.6344466,44.9353307,MN,28009950,1459868400,44,-1,1
46712,46713,1,1,0,1,5,0,1,2125,664,4,1,1,0,32,60,5,2,-74.1533563,40.7445526,NJ,84042089,1465052400,58,0,1
46817,46818,0,0,1,0,6,1,1,4374,667,3,1,2,1,37,70,5,2,-80.1372757,25.8176795,FL,68730694,1451746800,81,-3,1
47024,47025,0,0,1,0,1,0,1,1490,755,3,0,2,1,37,61,5,2,-84.3857442,30.4649282,FL,50971271,1422457200,62,-1,1
47145,47146,0,0,1,0,5,1,0,4454,662,2,0,1,0,52,72,5,2,-74.0079781,40.6560436,NY,45018254,1428332400,50,0,1
47156,47157,0,0,2,0,2,1,2,3386,693,2,3,1,0,52,77,5,2,-78.7589558,42.9202891,NY,94325308,1470236400,67,2,1
47233,47234,0,0,0,0,8,1,4,2470,682,2,1,1,0,35,58,4,2,-82.8263615,27.8497836,FL,13469725,1524150000,85,0,0
47315,47316,0,0,1,0,7,3,2,1616,746,2,0,3,1,44,74,4,2,-73.8801301,40.841618,NY,64855168,1437231600,1,2,1
